datahora,pme_wrf,pme_0,pme_1,pme_2,pme_3,pme_4,pme_5,pme_6,pme_7,pme_8,pme_9,pme_10,pme_11,pme_12,pme_13,pme_14,pme_15,pme_16,pme_17,pme_18,pme_19,pme_20,pme_21,pme_22,pme_23,pme_24,pme_25,pme_26,pme_27,pme_28,pme_29,pme_30,pme_31,pme_32,pme_33,pme_34,pme_35,pme_36,pme_37,pme_38,pme_39,pme_40,pme_41,pme_42,pme_43,pme_44,pme_45,pme_46,pme_47,pme_48,pme_49,pme_50,etp
2021-03-03T06:00:00+00:00,0.000,0.360,3.220,1.880,1.510,0.660,1.760,0.520,1.530,0.550,2.020,3.620,1.080,0.080,2.360,0.990,1.990,2.520,1.360,2.530,4.300,1.650,3.820,1.090,2.100,0.660,1.290,2.640,0.340,0.230,3.890,2.330,1.550,1.760,0.200,0.030,4.220,1.520,0.650,2.110,0.210,0.060,1.180,2.000,2.020,0.060,0.200,0.210,6.040,1.540,0.840,0.400,0.000
2021-03-03T12:00:00+00:00,0.020,0.020,0.020,0.030,0.220,0.040,0.050,0.020,0.000,0.070,0.020,0.010,0.010,0.000,0.000,0.000,0.010,0.130,0.080,0.030,0.150,0.230,0.000,0.090,0.000,0.030,0.000,0.000,0.190,0.010,0.000,0.060,0.000,1.150,0.290,0.000,0.400,0.000,0.000,0.040,0.070,0.000,0.220,0.040,0.000,0.000,0.440,0.000,0.060,0.080,0.910,0.040,1.908
2021-03-03T18:00:00+00:00,3.850,5.470,1.750,3.460,3.140,4.460,4.590,4.780,2.350,6.290,6.350,0.900,0.420,4.670,4.290,3.480,6.130,2.700,3.270,6.160,6.460,0.500,4.160,3.990,0.420,1.380,0.540,5.590,4.560,6.010,5.760,3.750,3.380,1.530,11.340,3.470,4.600,11.650,8.270,1.460,5.840,3.310,6.150,5.810,6.520,2.620,6.230,4.180,7.630,5.100,6.020,4.160,1.908
2021-03-04T00:00:00+00:00,13.080,8.310,8.320,7.730,2.590,6.410,5.970,4.590,3.560,6.470,12.140,2.810,4.700,9.000,10.800,7.930,4.660,8.570,10.920,4.780,11.590,4.750,9.560,7.610,0.890,8.580,3.250,4.690,12.210,6.790,3.300,5.710,13.930,4.660,1.730,6.140,10.020,7.060,2.970,8.970,12.650,3.520,9.800,6.200,3.940,10.850,3.150,9.010,6.060,8.140,8.690,5.140,0.000
2021-03-04T06:00:00+00:00,0.490,0.130,1.540,0.360,0.180,0.180,0.150,0.510,0.090,3.940,0.080,0.270,0.000,5.080,0.890,1.550,0.010,0.350,1.520,1.450,1.190,0.310,0.750,0.830,0.010,3.000,0.020,8.990,2.070,0.130,0.000,1.420,0.420,0.140,0.010,2.000,0.020,0.730,0.000,0.110,3.270,0.950,0.250,0.730,1.510,4.580,0.000,0.010,0.450,0.040,1.350,0.000,0.000
2021-03-04T12:00:00+00:00,6.370,1.750,3.500,0.070,3.970,4.610,0.190,2.620,1.110,6.490,1.980,0.440,0.000,4.930,0.400,4.180,1.630,3.090,1.060,8.570,1.460,0.110,0.540,5.170,1.540,1.030,0.470,7.220,1.600,4.810,0.700,3.360,0.470,0.930,2.570,2.970,3.530,0.990,0.160,1.580,3.490,2.090,0.540,18.880,12.830,9.250,1.080,0.000,2.410,0.610,4.280,0.780,2.386
2021-03-04T18:00:00+00:00,7.410,18.150,19.530,28.080,12.030,10.100,12.600,14.840,17.620,8.880,12.140,7.280,3.110,9.350,15.440,15.690,7.460,20.580,8.100,15.560,12.530,16.020,16.680,6.270,10.530,13.660,10.780,14.010,22.860,13.620,22.070,13.910,15.770,10.500,8.900,10.420,8.710,12.030,17.220,7.270,16.090,13.860,19.210,9.360,12.530,6.890,13.870,3.640,7.400,4.690,11.430,12.650,2.386
2021-03-05T00:00:00+00:00,10.980,10.540,7.920,15.460,4.780,8.830,3.040,11.400,2.690,8.610,10.450,29.620,6.680,12.060,14.800,14.930,11.290,1.940,7.710,11.440,18.410,4.280,8.160,11.400,7.700,10.200,6.490,13.410,6.110,4.720,15.820,10.160,6.440,4.080,7.360,9.830,9.160,6.530,10.670,12.210,12.830,10.190,9.200,8.810,7.530,15.860,16.140,3.650,8.780,8.790,14.720,11.300,0.000
2021-03-05T06:00:00+00:00,15.590,7.840,7.940,7.210,5.320,11.970,6.780,6.270,2.770,11.560,4.180,38.150,12.260,3.030,13.190,8.710,12.640,7.410,7.140,11.910,15.900,5.170,5.780,8.530,14.120,14.140,3.270,5.580,5.910,15.590,22.350,7.650,5.630,12.100,13.470,9.060,5.650,20.260,8.780,4.100,12.430,10.500,10.420,12.170,8.490,16.140,12.980,3.860,1.380,3.430,1.890,14.210,0.000
2021-03-05T12:00:00+00:00,14.470,1.950,12.120,2.440,2.580,18.260,1.520,2.090,3.080,8.270,3.790,8.340,9.770,2.670,6.070,8.460,1.430,1.630,5.590,6.630,3.040,0.290,6.790,6.420,5.570,8.920,1.590,12.140,5.450,14.000,4.220,6.770,9.780,9.880,3.410,2.620,1.270,3.270,12.010,3.500,2.290,10.250,3.810,4.240,1.730,2.550,7.570,5.650,1.540,4.920,1.470,2.700,1.925
2021-03-05T18:00:00+00:00,21.620,10.700,13.350,16.430,6.490,16.670,7.910,14.610,8.470,17.440,6.080,7.150,24.110,9.940,10.080,10.040,10.420,15.510,15.900,10.840,9.720,11.110,22.690,25.200,6.050,2.730,8.550,10.220,12.710,14.260,8.220,8.020,29.920,32.150,9.430,11.500,13.370,14.160,15.950,25.630,7.830,7.200,27.140,17.100,17.700,3.520,4.520,28.150,13.550,16.930,10.540,11.470,1.925
2021-03-06T00:00:00+00:00,0.520,6.540,7.850,11.430,3.110,5.580,5.740,8.680,2.560,11.100,4.750,1.720,5.380,0.710,6.730,4.940,9.390,3.810,4.140,4.010,1.500,5.170,9.300,3.230,2.800,1.900,2.000,2.690,6.840,1.690,2.940,2.610,13.320,2.840,1.880,4.640,3.170,6.600,1.770,3.210,2.530,2.470,6.270,3.380,2.890,1.600,2.520,16.200,1.480,1.470,3.200,5.450,0.000
