datahora,chuva_mm,chuva_wrf,obs_acum,wrf_acum,qsac_bru,qsac_anc,qsac_bru_novo,qsac_anc_novo,qgr5_bru,qgr5_anc
2019-05-22T00:00:00+00:00,0.000,0.000,0.000,0.000,7.008,8.568,6.804,6.337,4.819,4.463
2019-05-22T06:00:00+00:00,0.000,0.000,0.000,0.000,6.991,8.548,6.790,6.324,4.777,4.424
2019-05-22T12:00:00+00:00,0.000,0.000,0.000,0.000,6.971,8.524,6.776,6.311,4.737,4.387
2019-05-22T18:00:00+00:00,0.000,0.000,0.000,0.000,6.950,8.499,6.762,6.298,4.699,4.352
2019-05-23T00:00:00+00:00,0.000,0.000,0.000,0.000,6.929,8.475,6.748,6.286,4.661,4.316
2019-05-23T06:00:00+00:00,0.000,0.000,0.000,0.000,6.909,8.451,6.735,6.273,4.624,4.282
2019-05-23T12:00:00+00:00,1.810,1.810,1.810,1.810,6.936,8.475,6.883,6.411,4.631,4.289
2019-05-23T18:00:00+00:00,2.580,2.580,4.390,4.390,7.239,8.783,7.163,6.672,4.842,4.484
2019-05-24T00:00:00+00:00,15.130,15.130,19.520,19.520,8.199,9.827,8.595,8.006,5.977,5.535
2019-05-24T06:00:00+00:00,23.040,23.040,42.560,42.560,11.655,13.892,12.567,11.705,10.113,9.366
2019-05-24T12:00:00+00:00,0.690,0.690,43.250,43.250,18.953,22.541,14.580,13.580,18.468,17.103
2019-05-24T18:00:00+00:00,0.080,0.080,43.330,43.330,24.366,29.289,14.676,13.670,22.938,21.244
2019-05-25T00:00:00+00:00,0.000,0.000,43.330,43.330,24.552,29.912,14.164,13.193,17.746,16.435
2019-05-25T06:00:00+00:00,0.000,0.000,43.330,43.330,21.196,26.081,13.490,12.565,13.500,12.503
2019-05-25T12:00:00+00:00,0.000,0.000,43.330,43.330,16.951,20.974,12.778,11.902,11.850,10.974
2019-05-25T18:00:00+00:00,0.000,0.000,43.330,43.330,13.318,16.512,12.087,11.258,11.372,10.532
2019-05-26T00:00:00+00:00,0.000,0.000,43.330,43.330,10.730,13.293,11.445,10.660,10.945,10.137
2019-05-26T06:00:00+00:00,0.000,0.000,43.330,43.330,9.079,11.222,10.864,10.119,10.553,9.774
2019-05-26T12:00:00+00:00,0.000,0.000,43.330,43.330,8.094,9.980,10.347,9.638,10.193,9.441
2019-05-26T18:00:00+00:00,0.000,0.000,43.330,43.330,7.537,9.274,9.893,9.215,9.861,9.133
2019-05-27T00:00:00+00:00,0.000,0.000,43.330,43.330,7.198,8.847,9.498,8.847,9.552,8.847
2019-05-27T06:00:00+00:00,0.000,0.000,43.330,43.330,6.964,8.552,9.156,8.528,9.266,8.581
2019-05-27T12:00:00+00:00,0.050,0.000,43.380,43.330,6.916,8.460,8.861,8.253,9.000,8.335
2019-05-27T18:00:00+00:00,0.000,0.000,43.380,43.330,6.899,8.399,8.608,8.017,8.752,8.105
2019-05-28T00:00:00+00:00,0.000,0.000,43.380,43.330,6.881,8.338,8.390,7.815,8.520,7.890
2019-05-28T06:00:00+00:00,0.000,0.000,43.380,43.330,6.864,8.285,8.204,7.642,8.302,7.689
2019-05-28T12:00:00+00:00,0.000,0.000,43.380,43.330,6.847,8.241,8.045,7.493,8.099,7.501
2019-05-28T18:00:00+00:00,4.850,6.140,48.230,49.470,6.982,8.362,8.456,7.876,8.197,7.591
2019-05-29T00:00:00+00:00,4.530,4.510,52.760,53.980,7.978,9.393,9.067,8.445,9.436,8.739
2019-05-29T06:00:00+00:00,1.900,6.030,54.660,60.010,9.799,11.496,10.031,9.343,12.000,11.114
2019-05-29T12:00:00+00:00,0.140,0.250,54.800,60.260,12.050,14.546,10.462,9.745,13.841,12.819
2019-05-29T18:00:00+00:00,0.050,4.610,54.850,64.870,13.264,16.562,10.991,10.237,14.248,13.196
2019-05-30T00:00:00+00:00,0.000,0.600,54.850,65.470,13.514,17.256,11.012,10.257,13.293,12.312
2019-05-30T06:00:00+00:00,0.000,0.000,54.850,65.470,13.021,16.834,10.905,10.158,13.114,12.145
2019-05-30T12:00:00+00:00,0.110,0.000,54.960,65.470,11.805,15.318,10.589,9.863,12.115,11.220
