datahora,chuva_mm,chuva_wrf,obs_acum,wrf_acum,qsac_bru,qsac_anc,qsac_bru_novo,qsac_anc_novo,qgr5_bru,qgr5_anc
2019-05-21T00:00:00+00:00,0.000,0.000,0.000,0.000,7.063,7.267,6.851,6.609,4.998,5.041
2019-05-21T06:00:00+00:00,0.000,0.000,0.000,0.000,7.046,7.249,6.837,6.596,4.951,4.994
2019-05-21T12:00:00+00:00,0.050,0.050,0.050,0.050,7.029,7.232,6.828,6.587,4.905,4.948
2019-05-21T18:00:00+00:00,0.000,0.000,0.050,0.050,7.019,7.221,6.816,6.576,4.861,4.904
2019-05-22T00:00:00+00:00,0.000,0.000,0.050,0.050,7.007,7.210,6.803,6.563,4.819,4.861
2019-05-22T06:00:00+00:00,0.000,0.000,0.050,0.050,6.991,7.193,6.789,6.550,4.777,4.819
2019-05-22T12:00:00+00:00,0.000,0.000,0.050,0.050,6.971,7.172,6.776,6.536,4.737,4.778
2019-05-22T18:00:00+00:00,0.000,0.000,0.050,0.050,6.949,7.150,6.762,6.523,4.699,4.739
2019-05-23T00:00:00+00:00,0.000,0.000,0.050,0.050,6.929,7.129,6.748,6.510,4.661,4.701
2019-05-23T06:00:00+00:00,0.000,0.000,0.050,0.050,6.909,7.109,6.734,6.496,4.624,4.664
2019-05-23T12:00:00+00:00,1.810,1.810,1.860,1.860,6.936,7.136,6.882,6.639,4.631,4.672
2019-05-23T18:00:00+00:00,2.580,2.580,4.440,4.440,7.239,7.448,7.163,6.910,4.842,4.884
2019-05-24T00:00:00+00:00,15.130,15.130,19.570,19.570,8.199,8.436,8.595,8.291,5.977,6.029
2019-05-24T06:00:00+00:00,23.040,23.040,42.610,42.610,11.655,11.992,12.566,12.123,10.113,10.201
2019-05-24T12:00:00+00:00,0.690,0.690,43.300,43.300,18.953,19.501,14.580,14.065,18.467,18.628
2019-05-24T18:00:00+00:00,0.080,0.080,43.380,43.380,24.366,25.070,14.675,14.157,22.937,23.137
2019-05-25T00:00:00+00:00,0.000,0.000,43.380,43.380,24.552,25.261,14.163,13.663,17.745,17.899
2019-05-25T06:00:00+00:00,0.000,0.000,43.380,43.380,21.196,21.808,13.490,13.013,13.499,13.617
2019-05-25T12:00:00+00:00,0.000,0.000,43.380,43.380,16.951,17.440,12.778,12.326,11.849,11.953
2019-05-25T18:00:00+00:00,0.000,0.000,43.380,43.380,13.318,13.703,12.086,11.660,11.371,11.470
2019-05-26T00:00:00+00:00,0.000,0.000,43.380,43.380,10.730,11.040,11.444,11.040,10.945,11.040
2019-05-26T06:00:00+00:00,0.000,0.000,43.380,43.380,9.079,9.341,10.863,10.480,10.553,10.645
2019-05-26T12:00:00+00:00,0.000,0.000,43.380,43.380,8.094,8.328,10.347,9.981,10.193,10.282
2019-05-26T18:00:00+00:00,0.000,0.000,43.380,43.380,7.536,7.754,9.893,9.543,9.861,9.946
2019-05-27T00:00:00+00:00,0.000,0.000,43.380,43.380,7.198,7.406,9.498,9.162,9.552,9.635
2019-05-27T06:00:00+00:00,0.000,0.000,43.380,43.380,6.964,7.165,9.155,8.832,9.265,9.346
2019-05-27T12:00:00+00:00,0.050,0.000,43.430,43.380,6.916,7.116,8.861,8.548,8.999,9.078
2019-05-27T18:00:00+00:00,0.000,0.000,43.430,43.380,6.899,7.098,8.607,8.303,8.752,8.828
2019-05-28T00:00:00+00:00,0.000,0.000,43.430,43.380,6.881,7.080,8.390,8.094,8.519,8.594
2019-05-28T06:00:00+00:00,0.000,0.000,43.430,43.380,6.864,7.062,8.204,7.914,8.302,8.375
2019-05-28T12:00:00+00:00,0.000,0.000,43.430,43.380,6.847,7.045,8.044,7.760,8.099,8.170
2019-05-28T18:00:00+00:00,4.850,7.390,48.280,50.770,7.013,7.216,8.567,8.264,8.265,8.337
2019-05-29T00:00:00+00:00,4.530,9.900,52.810,60.670,8.408,8.651,9.964,9.612,10.099,10.187
2019-05-29T06:00:00+00:00,1.900,6.700,54.710,67.370,11.800,12.141,11.827,11.410,14.426,14.552
2019-05-29T12:00:00+00:00,0.140,3.910,54.850,71.280,15.908,16.368,12.921,12.464,18.239,18.397
2019-05-29T18:00:00+00:00,0.050,4.070,54.900,75.350,18.671,19.210,13.511,13.033,18.921,19.086
2019-05-30T00:00:00+00:00,0.000,5.270,54.900,80.620,19.661,20.229,14.184,13.684,18.163,18.321
2019-05-30T06:00:00+00:00,0.000,0.670,54.900,81.290,19.751,20.321,14.281,13.777,18.422,18.582
2019-05-30T12:00:00+00:00,0.110,3.680,55.010,84.970,18.905,19.452,14.372,13.864,18.748,18.911
2019-05-30T18:00:00+00:00,0.160,2.400,55.170,87.370,17.540,18.047,14.265,13.761,17.917,18.073
2019-05-31T00:00:00+00:00,1.160,0.310,56.330,87.680,16.154,16.621,13.949,13.456,17.648,17.801
2019-05-31T06:00:00+00:00,0.030,0.000,56.360,87.680,14.448,14.865,13.416,12.942,16.736,16.882
2019-05-31T12:00:00+00:00,0.050,0.000,56.410,87.680,12.545,12.908,12.805,12.353,15.409,15.543
2019-05-31T18:00:00+00:00,0.030,0.130,56.440,87.810,10.820,11.133,12.213,11.782,14.270,14.394
2019-06-01T00:00:00+00:00,6.440,0.000,62.880,87.810,9.507,9.782,11.647,11.236,13.485,13.602
2019-06-01T06:00:00+00:00,4.950,0.000,67.830,87.810,8.626,8.875,11.174,10.780,12.874,12.986
2019-06-01T12:00:00+00:00,2.570,0.000,70.400,87.810,8.080,8.313,10.756,10.376,12.337,12.445
2019-06-01T18:00:00+00:00,3.610,0.750,74.010,88.560,7.764,7.989,10.456,10.087,11.849,11.952
2019-06-02T00:00:00+00:00,3.170,0.480,77.180,89.040,7.677,7.899,10.207,9.846,11.435,11.534
