datahora,pme_wrf,pme_0,pme_1,pme_2,pme_3,pme_4,pme_5,pme_6,pme_7,pme_8,pme_9,pme_10,pme_11,pme_12,pme_13,pme_14,pme_15,pme_16,pme_17,pme_18,pme_19,pme_20,pme_21,pme_22,pme_23,pme_24,pme_25,pme_26,pme_27,pme_28,pme_29,pme_30,pme_31,pme_32,pme_33,pme_34,pme_35,pme_36,pme_37,pme_38,pme_39,pme_40,pme_41,pme_42,pme_43,pme_44,pme_45,pme_46,pme_47,pme_48,pme_49,pme_50,etp
2021-04-09T06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021-04-09T12:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.720
2021-04-09T18:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.720
2021-04-10T00:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021-04-10T06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021-04-10T12:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.796
2021-04-10T18:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.796
2021-04-11T00:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021-04-11T06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021-04-11T12:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.784
2021-04-11T18:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.784
2021-04-12T00:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021-04-12T06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021-04-12T12:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.578
2021-04-12T18:00:00+00:00,0.000,0.000,0.920,0.000,0.000,1.130,0.000,0.000,0.000,0.000,0.340,0.000,0.000,0.000,0.300,0.000,0.580,0.680,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.130,0.000,1.210,0.950,0.080,0.040,0.000,0.390,0.000,0.000,0.000,0.020,0.800,0.000,0.000,0.000,0.750,0.000,0.290,0.000,0.000,0.000,1.578
2021-04-13T00:00:00+00:00,0.000,0.000,0.170,0.000,0.000,1.010,0.000,0.010,0.000,0.000,0.280,0.000,0.000,0.000,0.020,0.000,0.200,0.070,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.820,0.000,1.620,0.210,0.130,0.630,0.000,0.020,0.100,0.000,0.000,0.010,0.460,0.000,0.000,0.000,0.030,0.000,0.050,0.000,0.000,0.000,0.000
2021-04-13T06:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.650,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.920,0.000,0.490,0.010,0.750,0.230,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2021-04-13T12:00:00+00:00,0.000,0.000,0.000,0.000,0.000,0.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.050,0.320,3.090,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.200,0.000,0.000,0.000,0.040,0.000,0.000,0.000,1.652
2021-04-13T18:00:00+00:00,0.010,0.000,0.260,0.310,0.020,0.470,0.100,0.000,0.620,0.000,0.010,0.000,2.760,0.000,0.020,0.000,0.000,1.380,0.000,0.080,0.230,0.000,0.020,0.220,0.030,0.030,0.040,0.010,0.000,2.850,0.290,0.000,0.210,1.300,0.290,2.520,0.780,0.000,0.020,0.040,0.070,0.000,0.220,0.120,0.350,0.030,0.010,0.000,5.010,0.030,0.210,0.000,1.652
2021-04-14T00:00:00+00:00,0.070,0.020,0.970,0.190,0.170,0.260,0.050,0.000,0.160,0.330,0.080,0.000,0.070,0.950,0.660,0.090,0.090,0.020,0.000,0.220,2.660,0.530,0.000,2.730,0.220,0.570,0.250,0.020,2.350,1.700,0.010,0.020,0.200,6.330,0.870,1.890,0.450,0.000,0.040,0.010,0.000,0.000,1.540,0.240,2.630,0.070,0.220,0.000,0.280,3.420,0.470,0.010,0.000
2021-04-14T06:00:00+00:00,0.000,0.000,0.010,0.000,0.000,0.220,0.010,0.000,0.000,0.000,0.030,0.000,0.020,0.000,0.010,0.020,0.000,0.000,0.000,0.010,0.060,0.020,0.000,0.000,0.010,0.070,0.010,0.000,1.610,0.060,0.000,0.000,0.000,0.010,0.090,0.120,0.000,0.000,0.000,0.000,0.000,0.020,0.010,0.010,0.050,0.010,-0.000,0.000,0.000,0.320,0.030,0.000,0.000
2021-04-14T12:00:00+00:00,0.010,0.000,0.010,0.010,0.170,0.030,0.060,0.220,0.000,-0.000,0.290,0.380,0.040,0.030,0.520,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.010,0.320,0.040,0.070,0.000,0.820,2.370,0.110,0.000,0.020,0.000,0.060,0.220,0.030,0.000,0.060,0.000,0.000,0.020,0.000,0.060,0.000,0.340,0.000,0.000,0.000,1.220,0.000,0.000,0.000,1.618
2021-04-14T18:00:00+00:00,0.610,0.140,0.030,0.290,1.170,0.490,0.400,0.450,0.000,0.010,3.080,0.230,0.970,0.680,2.320,0.040,0.060,0.000,0.020,0.080,0.920,1.810,0.700,0.910,2.730,1.250,4.400,1.670,2.810,1.870,0.000,0.440,0.000,2.040,0.160,2.730,0.000,0.270,0.340,0.030,0.060,0.090,0.070,0.020,0.320,2.740,0.000,0.350,2.460,0.110,0.080,1.510,1.618
2021-04-15T00:00:00+00:00,0.640,0.160,0.910,12.560,3.250,0.120,0.020,0.050,0.000,0.160,1.390,2.890,0.010,0.460,4.440,4.440,0.410,0.000,0.930,4.840,0.320,0.350,1.840,2.430,1.990,4.180,2.900,4.360,0.000,0.370,0.000,0.120,0.000,0.570,0.000,1.050,0.000,0.670,0.030,0.100,0.000,1.740,0.000,0.000,0.000,0.220,0.000,0.540,2.920,0.030,0.130,1.130,0.000
2021-04-15T06:00:00+00:00,0.000,0.000,0.000,0.020,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.000,0.000,0.050,0.000,0.020,0.000,0.020,0.060,0.000,0.000,0.000,0.010,0.000,0.000,0.050,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000
2021-04-15T12:00:00+00:00,0.020,0.010,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.000,0.010,0.070,0.000,0.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,1.750,0.000,0.000,0.000,0.000,0.000,0.000,0.190,0.000,0.000,0.000,0.000,0.000,0.220,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.280,0.000,0.000,1.629
