datahora,Qgr5_0,Qgr5_1,Qgr5_2,Qgr5_3,Qgr5_4,Qgr5_5,Qgr5_6,Qgr5_7,Qgr5_8,Qgr5_9,Qgr5_10,Qgr5_11,Qgr5_12,Qgr5_13,Qgr5_14,Qgr5_15,Qgr5_16,Qgr5_17,Qgr5_18,Qgr5_19,Qgr5_20,Qgr5_21,Qgr5_22,Qgr5_23,Qgr5_24,Qgr5_25,Qgr5_26,Qgr5_27,Qgr5_28,Qgr5_29,Qgr5_30,Qgr5_31,Qgr5_32,Qgr5_33,Qgr5_34,Qgr5_35,Qgr5_36,Qgr5_37,Qgr5_38,Qgr5_39,Qgr5_40,Qgr5_41,Qgr5_42,Qgr5_43,Qgr5_44,Qgr5_45,Qgr5_46,Qgr5_47,Qgr5_48,Qgr5_49,Qgr5_50,Qmed,Q25,Q75,Qmax,Qmin,Qgr5_wrf
2021-07-09T00:00:00+00:00,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100,4.100
2021-07-09T06:00:00+00:00,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072,4.072
2021-07-09T12:00:00+00:00,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069,4.069
2021-07-09T18:00:00+00:00,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024,4.024
2021-07-10T00:00:00+00:00,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978,3.978
2021-07-10T06:00:00+00:00,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944,3.944
2021-07-10T12:00:00+00:00,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920,3.920
2021-07-10T18:00:00+00:00,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897,3.897
2021-07-11T00:00:00+00:00,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874,3.874
2021-07-11T06:00:00+00:00,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851,3.851
2021-07-11T12:00:00+00:00,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829,3.829
2021-07-11T18:00:00+00:00,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807,3.807
2021-07-12T00:00:00+00:00,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786,3.786
2021-07-12T06:00:00+00:00,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765,3.765
