datahora,Qgr5_0,Qgr5_1,Qgr5_2,Qgr5_3,Qgr5_4,Qgr5_5,Qgr5_6,Qgr5_7,Qgr5_8,Qgr5_9,Qgr5_10,Qgr5_11,Qgr5_12,Qgr5_13,Qgr5_14,Qgr5_15,Qgr5_16,Qgr5_17,Qgr5_18,Qgr5_19,Qgr5_20,Qgr5_21,Qgr5_22,Qgr5_23,Qgr5_24,Qgr5_25,Qgr5_26,Qgr5_27,Qgr5_28,Qgr5_29,Qgr5_30,Qgr5_31,Qgr5_32,Qgr5_33,Qgr5_34,Qgr5_35,Qgr5_36,Qgr5_37,Qgr5_38,Qgr5_39,Qgr5_40,Qgr5_41,Qgr5_42,Qgr5_43,Qgr5_44,Qgr5_45,Qgr5_46,Qgr5_47,Qgr5_48,Qgr5_49,Qgr5_50,Qmed,Q25,Q75,Qmax,Qmin,Qgr5_wrf
2021-03-15T00:00:00+00:00,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855,5.855
2021-03-15T06:00:00+00:00,5.802,5.822,5.796,5.796,5.818,5.801,5.825,5.796,5.802,5.844,5.796,5.805,5.840,5.798,5.797,5.905,5.805,5.802,5.810,5.875,5.796,5.880,5.815,5.847,5.804,5.798,5.796,5.797,5.797,5.811,5.803,5.797,5.797,5.830,5.826,5.796,5.864,5.818,5.861,5.818,5.798,5.822,5.800,5.820,5.798,5.814,5.839,5.804,5.827,5.797,5.857,5.805,5.798,5.825,5.905,5.796,5.796
2021-03-15T12:00:00+00:00,5.773,5.868,5.744,5.742,5.851,5.766,5.885,5.744,5.771,5.980,5.742,5.785,5.961,5.752,5.745,6.278,5.785,5.773,5.810,6.133,5.744,6.157,5.836,5.995,5.783,5.752,5.742,5.745,5.745,5.814,5.774,5.745,5.749,5.911,5.891,5.742,6.076,5.848,6.064,5.848,5.754,5.870,5.761,5.860,5.752,5.829,5.956,5.779,5.892,5.745,6.045,5.785,5.751,5.885,6.278,5.742,5.742
2021-03-15T18:00:00+00:00,5.725,5.906,5.670,5.667,5.936,5.712,5.938,5.670,5.721,6.117,5.667,5.747,6.081,5.686,5.673,6.686,5.747,5.725,5.796,6.408,5.670,6.455,5.844,6.146,5.744,5.686,5.667,5.673,5.673,5.802,5.728,5.673,5.679,5.987,5.948,5.667,6.300,5.867,6.277,5.867,5.689,5.909,5.702,5.889,5.686,5.831,6.071,5.738,5.951,5.673,6.241,5.747,5.684,5.938,6.686,5.667,5.672
2021-03-16T00:00:00+00:00,5.711,5.768,5.615,5.687,6.098,5.753,5.842,5.624,5.703,5.919,5.606,5.751,6.029,5.686,5.597,6.342,5.720,5.677,5.726,6.190,5.649,6.271,5.733,6.099,5.656,5.627,5.606,5.601,5.608,5.701,5.678,5.655,5.623,5.871,5.861,5.592,6.055,5.840,6.078,5.748,5.718,5.770,5.736,5.787,5.618,5.723,5.935,5.668,5.818,5.753,6.015,5.726,5.656,5.842,6.342,5.592,5.657
2021-03-16T06:00:00+00:00,5.964,5.641,5.634,5.993,6.456,6.243,5.924,5.673,5.925,5.713,5.603,6.056,6.418,5.947,5.528,6.003,5.905,5.762,5.831,6.185,5.794,6.485,5.696,6.532,5.606,5.639,5.593,5.550,5.583,5.636,5.760,5.822,5.657,6.014,5.964,5.526,5.805,6.187,6.003,5.669,6.119,5.637,6.160,5.791,5.615,5.658,5.939,5.691,5.761,6.365,5.796,5.796,5.653,6.003,6.532,5.526,5.763
2021-03-16T12:00:00+00:00,6.380,5.569,5.682,6.356,6.502,7.005,6.161,5.752,6.280,5.597,5.633,6.446,7.100,6.319,5.468,5.873,6.160,5.888,6.137,6.518,5.973,7.221,5.806,7.214,5.606,5.674,5.594,5.516,5.572,5.610,5.900,6.050,5.767,6.614,6.171,5.466,5.680,6.834,6.101,5.666,6.714,5.557,6.769,5.881,5.697,5.651,6.054,5.783,5.829,7.261,5.693,5.888,5.672,6.356,7.261,5.466,5.857
2021-03-16T18:00:00+00:00,6.285,5.505,5.591,6.058,6.220,6.899,6.071,5.631,6.163,5.534,5.570,6.146,6.893,6.146,5.410,5.795,5.944,5.723,6.198,6.550,5.818,7.358,5.867,6.848,5.563,5.568,5.503,5.456,5.485,5.525,5.764,5.881,5.738,6.991,5.962,5.408,5.607,6.815,5.980,5.620,6.561,5.493,6.572,5.769,5.716,5.585,5.877,5.719,5.803,7.086,5.614,5.803,5.589,6.163,7.358,5.408,5.687
2021-03-17T00:00:00+00:00,5.927,5.447,5.476,5.729,5.954,6.323,5.800,5.494,5.882,5.480,5.458,5.815,6.342,5.903,5.354,5.697,5.674,5.546,5.896,6.204,5.809,6.732,5.692,6.294,5.471,5.452,5.487,5.383,5.402,5.437,5.573,5.718,5.571,6.479,5.793,5.352,5.540,6.297,5.791,5.512,6.085,5.428,6.077,5.595,5.607,5.491,5.693,5.596,5.720,6.418,5.534,5.692,5.490,5.896,6.732,5.352,5.548
2021-03-17T06:00:00+00:00,5.749,5.438,5.435,5.609,5.994,6.008,5.652,5.444,5.873,5.484,5.383,5.733,6.097,6.089,5.301,5.639,5.525,5.491,5.692,6.044,6.054,6.320,5.558,6.076,5.424,5.393,6.056,5.318,5.357,5.379,5.465,5.903,5.444,6.026,6.033,5.298,5.501,6.001,5.711,5.434,5.838,5.369,5.781,5.480,5.651,5.453,5.673,5.639,6.057,6.023,5.466,5.639,5.444,5.994,6.320,5.298,5.583
2021-03-17T12:00:00+00:00,5.756,5.463,5.438,5.682,6.148,5.956,5.684,5.446,6.029,5.599,5.342,5.780,6.141,6.472,5.251,5.619,5.461,5.564,5.699,6.069,6.159,6.274,5.510,6.083,5.415,5.371,7.664,5.264,5.339,5.351,5.426,6.212,5.378,5.858,6.515,5.246,5.490,5.987,5.682,5.386,5.846,5.316,5.677,5.418,5.809,5.445,5.741,5.777,6.932,5.909,5.407,5.682,5.424,5.956,7.664,5.246,5.677
2021-03-17T18:00:00+00:00,5.701,5.410,5.361,5.744,5.947,5.849,5.728,5.381,5.880,5.687,5.282,5.682,6.109,6.386,5.200,5.572,5.403,5.603,5.836,5.928,6.167,6.254,5.435,5.957,5.348,5.317,8.921,5.270,5.289,5.314,5.379,5.952,5.318,5.801,6.864,5.199,5.452,5.944,5.682,5.410,5.866,5.263,5.609,5.360,5.696,5.395,5.769,5.662,7.322,5.819,5.352,5.682,5.374,5.866,8.921,5.199,5.535
2021-03-18T00:00:00+00:00,5.645,5.341,5.279,5.808,5.747,5.735,5.612,5.464,5.797,5.543,5.275,5.657,6.328,6.782,5.182,5.562,5.362,5.472,6.108,5.881,6.551,6.088,5.357,5.834,5.286,5.271,7.868,5.540,5.222,5.265,5.325,5.680,5.275,5.728,8.325,5.177,5.376,5.835,5.971,5.716,5.830,5.223,5.544,5.335,5.574,5.484,6.250,5.666,6.661,5.744,5.305,5.612,5.340,5.830,8.325,5.177,5.424
2021-03-18T06:00:00+00:00,5.838,5.436,5.248,6.497,5.703,5.690,5.555,6.078,5.958,5.526,5.565,5.729,7.558,7.476,5.257,5.797,5.369,5.371,6.475,6.245,7.193,5.962,5.322,5.803,5.315,5.323,6.944,6.140,5.180,5.277,5.322,5.578,5.287,5.720,10.385,5.227,5.338,5.879,6.368,6.151,5.866,5.259,5.483,5.409,5.784,5.754,7.300,6.275,6.147,5.739,5.287,5.729,5.362,6.140,10.385,5.180,5.493
