datahora,chuva_mm,chuva_wrf,obs_acum,wrf_acum,qsac_bru,qsac_anc,qsac_bru_novo,qsac_anc_novo,qgr5_bru,qgr5_anc
2019-05-26T00:00:00+00:00,0.000,0.000,0.000,0.000,10.731,12.654,11.446,12.579,10.946,11.690
2019-05-26T06:00:00+00:00,0.000,0.000,0.000,0.000,9.079,10.682,10.865,11.904,10.555,11.254
2019-05-26T12:00:00+00:00,0.000,0.000,0.000,0.000,8.095,9.501,10.349,11.304,10.195,10.866
2019-05-26T18:00:00+00:00,0.000,0.000,0.000,0.000,7.537,8.829,9.895,10.777,9.862,10.499
2019-05-27T00:00:00+00:00,0.000,0.000,0.000,0.000,7.199,8.422,9.499,10.317,9.553,10.149
2019-05-27T06:00:00+00:00,0.000,0.000,0.000,0.000,6.965,8.144,9.157,9.920,9.266,9.834
2019-05-27T12:00:00+00:00,0.050,0.050,0.050,0.050,6.918,8.078,8.867,9.582,9.000,9.553
2019-05-27T18:00:00+00:00,0.000,0.000,0.050,0.050,6.908,8.063,8.615,9.289,8.753,9.283
2019-05-28T00:00:00+00:00,0.000,0.000,0.050,0.050,6.897,8.049,8.398,9.037,8.521,9.021
2019-05-28T06:00:00+00:00,0.000,0.000,0.050,0.050,6.880,8.030,8.211,8.821,8.303,8.784
2019-05-28T12:00:00+00:00,0.000,0.000,0.050,0.050,6.860,8.007,8.051,8.636,8.100,8.574
2019-05-28T18:00:00+00:00,4.850,4.850,4.900,4.900,6.959,8.101,8.347,8.909,8.127,8.599
2019-05-29T00:00:00+00:00,4.530,4.530,9.430,9.430,7.759,8.906,8.867,9.438,9.075,9.589
2019-05-29T06:00:00+00:00,1.900,1.900,11.330,11.330,9.161,10.531,9.204,9.777,11.046,11.666
2019-05-29T12:00:00+00:00,0.140,0.140,11.470,11.470,10.286,12.176,9.283,9.875,12.000,12.681
2019-05-29T18:00:00+00:00,0.050,0.050,11.520,11.520,10.460,12.766,9.224,9.805,11.190,11.836
2019-05-30T00:00:00+00:00,0.000,0.000,11.520,11.520,9.849,12.166,9.021,9.588,9.896,10.473
2019-05-30T06:00:00+00:00,0.000,0.000,11.520,11.520,8.981,11.118,8.808,9.362,9.152,9.689
2019-05-30T12:00:00+00:00,0.110,0.110,11.630,11.630,8.195,10.111,8.612,9.155,8.806,9.329
2019-05-30T18:00:00+00:00,0.160,0.160,11.790,11.790,7.628,9.356,8.440,8.971,8.572,9.076
2019-05-31T00:00:00+00:00,1.160,1.160,12.950,12.950,7.305,8.898,8.376,8.898,8.419,8.898
2019-05-31T06:00:00+00:00,0.030,0.260,12.980,13.210,7.258,8.758,8.284,8.795,8.489,8.963
2019-05-31T12:00:00+00:00,0.050,0.000,13.030,13.210,7.294,8.719,8.154,8.654,8.642,9.122
2019-05-31T18:00:00+00:00,0.030,0.830,13.060,14.040,7.253,8.610,8.083,8.572,8.377,8.833
2019-06-01T00:00:00+00:00,6.440,0.730,19.500,14.770,7.249,8.547,8.022,8.493,8.048,8.479
2019-06-01T06:00:00+00:00,4.950,7.170,24.450,21.940,7.555,8.829,8.806,9.294,8.334,8.770
2019-06-01T12:00:00+00:00,2.570,16.990,27.020,38.930,9.744,11.371,12.408,13.075,10.890,11.448
2019-06-01T18:00:00+00:00,3.610,13.730,30.630,52.660,15.945,18.515,17.046,17.960,17.549,18.457
2019-06-02T00:00:00+00:00,3.170,9.350,33.800,62.010,24.797,28.278,20.356,21.493,26.192,27.605
2019-06-02T06:00:00+00:00,0.740,41.630,34.540,103.640,34.257,38.469,32.557,34.035,34.616,36.566
2019-06-02T12:00:00+00:00,9.200,27.090,43.740,130.730,50.145,54.946,47.525,49.599,56.364,59.738
2019-06-02T18:00:00+00:00,2.660,9.450,46.400,140.180,68.898,74.478,56.164,58.700,97.673,103.585
2019-06-03T00:00:00+00:00,14.510,3.340,60.910,143.520,80.096,86.776,57.377,60.086,108.124,114.078
2019-06-03T06:00:00+00:00,17.310,3.530,78.220,147.050,79.672,87.497,55.431,58.134,90.836,95.248
2019-06-03T12:00:00+00:00,0.140,7.280,78.360,154.330,71.369,79.994,53.049,55.681,74.508,77.736
2019-06-03T18:00:00+00:00,0.030,0.870,78.390,155.200,61.077,69.972,49.411,51.862,66.595,69.208
2019-06-04T00:00:00+00:00,0.000,0.690,78.390,155.890,50.887,59.579,45.389,47.635,59.876,62.011
2019-06-04T06:00:00+00:00,0.050,0.080,78.440,155.970,41.301,49.504,41.199,43.230,49.929,51.537
2019-06-04T12:00:00+00:00,0.000,0.000,78.440,155.970,32.971,40.412,37.323,39.152,42.605,43.869
2019-06-04T18:00:00+00:00,0.000,0.000,78.440,155.970,26.288,32.874,33.791,35.437,37.147,38.147
2019-06-05T00:00:00+00:00,0.000,0.000,78.440,155.970,21.359,27.009,30.659,32.142,33.042,33.875
2019-06-05T06:00:00+00:00,0.000,0.000,78.440,155.970,17.810,22.549,27.920,29.261,29.739,30.451
2019-06-05T12:00:00+00:00,0.000,0.000,78.440,155.970,15.567,19.504,25.543,26.760,27.031,27.651
2019-06-05T18:00:00+00:00,0.000,0.000,78.440,155.970,14.272,17.560,23.497,24.607,24.775,25.324
2019-06-06T00:00:00+00:00,0.000,0.000,78.440,155.970,13.539,16.335,21.747,22.765,22.868,23.363
2019-06-06T06:00:00+00:00,0.000,0.000,78.440,155.970,13.114,15.560,20.257,21.197,21.239,21.699
2019-06-06T12:00:00+00:00,0.000,0.000,78.440,155.970,12.851,15.055,18.989,19.862,19.857,20.292
2019-06-06T18:00:00+00:00,0.000,0.000,78.440,155.970,12.722,14.764,17.912,18.729,18.664,19.071
2019-06-07T00:00:00+00:00,0.000,0.000,78.440,155.970,12.642,14.579,16.999,17.768,17.617,18.000
