datahora,Qgr5_0,Qgr5_1,Qgr5_2,Qgr5_3,Qgr5_4,Qgr5_5,Qgr5_6,Qgr5_7,Qgr5_8,Qgr5_9,Qgr5_10,Qgr5_11,Qgr5_12,Qgr5_13,Qgr5_14,Qgr5_15,Qgr5_16,Qgr5_17,Qgr5_18,Qgr5_19,Qgr5_20,Qgr5_21,Qgr5_22,Qgr5_23,Qgr5_24,Qgr5_25,Qgr5_26,Qgr5_27,Qgr5_28,Qgr5_29,Qgr5_30,Qgr5_31,Qgr5_32,Qgr5_33,Qgr5_34,Qgr5_35,Qgr5_36,Qgr5_37,Qgr5_38,Qgr5_39,Qgr5_40,Qgr5_41,Qgr5_42,Qgr5_43,Qgr5_44,Qgr5_45,Qgr5_46,Qgr5_47,Qgr5_48,Qgr5_49,Qgr5_50,Qmed,Q25,Q75,Qmax,Qmin,Qgr5_wrf
2021-03-04T00:00:00+00:00,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585,7.585
2021-03-04T06:00:00+00:00,6.363,6.398,6.385,6.476,6.357,6.372,6.785,6.350,6.401,6.488,6.428,6.341,6.385,6.384,6.390,6.498,6.341,6.353,6.347,6.354,6.341,6.349,6.334,6.545,6.451,6.353,6.371,6.363,6.433,6.434,6.457,6.379,6.586,6.639,6.330,6.429,6.387,6.342,6.406,6.336,6.649,6.474,6.417,6.363,6.618,6.328,6.353,6.365,6.338,6.380,6.342,6.380,6.352,6.433,6.785,6.328,6.504
2021-03-04T12:00:00+00:00,6.540,6.725,6.586,7.079,6.555,6.575,8.688,6.355,6.668,7.232,6.892,6.375,6.584,6.603,6.686,7.108,6.377,6.618,6.408,6.420,6.436,6.368,6.277,7.347,6.956,6.577,6.792,6.587,6.916,6.775,6.921,6.625,8.019,8.268,6.338,6.752,6.555,6.474,6.840,6.309,7.867,6.976,7.042,6.564,7.770,6.263,6.396,6.526,6.299,6.666,6.317,6.603,6.432,6.916,8.688,6.263,7.127
2021-03-04T18:00:00+00:00,7.113,7.539,6.941,8.203,7.323,7.202,11.194,6.377,7.277,8.929,7.725,6.807,7.094,7.094,7.561,8.210,6.568,7.828,6.640,6.727,6.918,6.551,6.273,8.601,7.968,7.552,8.442,7.424,7.915,7.278,7.668,7.436,11.288,11.613,6.483,7.221,6.811,7.125,7.924,6.450,9.503,7.679,8.759,7.305,9.343,6.165,6.481,7.088,6.383,7.526,6.187,7.305,6.810,7.915,11.613,6.165,8.249
2021-03-05T00:00:00+00:00,8.252,8.643,7.563,9.394,8.778,8.449,10.676,6.794,8.360,11.551,8.194,8.213,8.300,8.025,9.248,10.378,7.210,10.052,7.257,7.706,7.934,7.485,6.950,9.700,9.637,9.522,11.350,9.223,9.029,8.318,8.461,8.889,14.050,13.911,6.935,7.735,7.216,8.456,9.077,7.467,10.330,8.697,10.747,9.110,9.670,6.307,6.743,8.226,7.561,8.981,6.334,8.456,7.670,9.394,14.050,6.307,9.943
2021-03-05T06:00:00+00:00,10.555,9.959,9.992,11.712,10.785,10.490,10.382,8.305,10.308,15.791,9.198,10.096,11.145,10.446,12.132,16.541,8.934,12.133,8.842,10.034,9.054,9.915,9.542,11.869,13.973,12.030,14.772,12.558,11.488,12.446,10.788,10.414,14.808,14.604,8.011,9.469,8.788,10.207,10.220,10.196,13.066,12.896,12.349,12.817,11.260,7.614,7.707,10.287,11.146,11.302,8.262,10.490,9.948,12.132,16.541,7.614,13.423
2021-03-05T12:00:00+00:00,14.755,11.784,15.446,15.498,14.502,13.057,13.274,10.214,12.453,19.606,12.674,11.032,15.061,14.345,15.991,24.131,12.174,15.705,11.822,13.974,10.131,13.198,14.494,13.482,21.121,15.488,21.353,18.230,17.308,19.271,14.753,11.509,17.612,17.039,10.189,12.422,11.801,13.663,13.529,14.338,15.470,20.067,15.870,18.320,15.019,11.319,9.351,14.429,15.846,15.315,12.579,14.494,12.547,15.846,24.131,9.351,16.265
2021-03-05T18:00:00+00:00,17.795,14.434,21.187,19.453,19.504,15.069,18.197,11.061,15.460,20.523,15.354,11.827,17.931,16.392,19.069,27.079,15.083,21.244,14.319,18.360,10.451,16.435,19.321,16.113,26.873,18.419,30.543,22.341,22.544,23.866,18.293,12.884,23.580,19.837,11.702,16.637,15.050,18.749,17.896,18.454,16.737,24.974,17.596,21.163,18.797,15.826,10.630,19.921,18.535,19.157,15.943,18.293,15.734,19.837,30.543,10.451,19.641
2021-03-06T00:00:00+00:00,17.366,16.992,23.698,19.014,22.617,16.262,21.268,10.511,18.601,20.310,14.174,11.257,17.698,15.958,20.087,23.813,16.972,21.672,15.318,18.439,10.410,18.724,19.290,17.433,28.914,19.760,41.593,21.606,20.560,23.748,16.567,13.007,25.794,20.413,13.143,18.652,15.665,21.933,18.676,19.616,19.686,23.089,16.770,20.632,19.418,17.144,11.011,20.570,19.212,21.453,16.819,19.014,16.807,20.632,41.593,10.410,20.249
2021-03-06T06:00:00+00:00,17.727,18.820,23.759,19.100,22.525,17.031,24.421,10.273,19.891,20.457,13.357,11.502,17.501,16.108,22.890,23.111,17.534,20.447,16.866,17.524,11.905,22.462,20.323,18.856,32.531,21.494,66.458,21.992,19.524,23.889,15.821,14.141,27.157,21.793,15.074,19.388,15.657,21.845,18.983,19.829,23.636,19.599,18.454,20.676,21.231,18.245,12.550,24.535,21.002,25.348,16.535,19.599,17.384,21.992,66.458,10.273,19.702
2021-03-06T12:00:00+00:00,16.601,17.332,21.158,18.757,20.186,15.573,24.924,9.395,17.745,20.319,12.614,11.213,16.528,14.345,22.000,22.267,16.230,18.588,15.641,15.694,12.560,20.610,19.026,16.854,32.566,20.389,72.620,20.145,20.647,22.365,15.097,14.722,24.012,22.120,14.431,17.662,15.183,19.553,20.679,17.529,21.325,16.987,19.265,18.686,19.733,17.041,13.091,30.724,20.534,23.191,15.256,18.686,15.680,20.647,72.620,9.395,17.039
2021-03-06T18:00:00+00:00,14.724,14.763,18.655,17.293,17.515,13.576,23.537,8.591,16.030,19.131,11.631,10.372,14.763,12.685,19.859,19.910,14.230,16.529,13.693,14.086,11.085,17.066,16.332,14.536,28.336,17.738,55.319,18.232,19.605,20.135,13.486,14.876,21.366,19.169,12.311,15.173,14.120,17.006,20.941,15.003,17.815,15.428,17.319,16.376,17.052,14.912,12.639,26.065,19.959,20.057,14.000,16.376,14.202,19.131,55.319,8.591,15.094
2021-03-07T00:00:00+00:00,13.702,12.993,16.574,16.302,15.816,12.663,20.924,8.202,14.822,17.580,10.732,9.416,13.402,11.811,17.395,18.367,13.112,15.086,12.247,13.013,10.108,14.968,14.336,13.235,23.991,15.531,42.893,16.832,17.728,17.911,12.193,14.385,19.766,16.752,10.845,13.670,12.666,15.148,17.986,13.568,15.586,14.462,15.183,15.199,15.011,13.091,11.840,21.667,19.171,19.105,12.962,14.968,13.008,16.832,42.893,8.202,13.795
2021-03-07T06:00:00+00:00,13.736,12.148,15.516,17.194,15.126,12.638,20.475,8.238,14.177,17.254,10.571,8.846,13.140,11.658,15.892,18.257,13.984,14.800,12.119,13.263,10.238,14.860,13.413,12.745,21.743,14.492,36.980,16.809,17.014,16.994,11.587,15.542,18.405,15.765,10.498,13.601,11.966,14.264,16.061,13.237,14.684,14.306,14.406,15.181,14.047,12.282,11.690,20.485,17.829,20.401,13.156,14.306,12.718,16.061,36.980,8.238,13.085
2021-03-07T12:00:00+00:00,13.351,11.614,14.847,17.607,14.496,12.194,20.410,8.209,14.104,16.877,10.703,8.504,13.185,11.355,14.985,17.803,15.342,14.973,12.460,13.897,10.297,15.280,12.803,12.128,20.583,14.095,33.146,16.980,16.230,16.490,11.293,15.830,17.396,15.375,10.635,14.324,11.596,13.810,15.234,13.158,14.225,14.373,14.220,14.905,13.446,11.890,11.150,20.477,16.262,19.894,13.462,14.225,12.393,15.830,33.146,8.209,12.540
2021-03-07T18:00:00+00:00,12.364,11.078,13.924,15.907,13.557,11.441,20.069,7.866,13.698,15.521,10.133,8.228,12.355,10.695,14.533,16.266,14.131,14.587,11.852,12.889,9.632,14.277,12.165,11.453,19.414,13.569,29.593,16.945,14.992,15.298,11.140,14.754,16.092,14.429,10.352,14.283,11.061,13.075,14.242,12.357,13.791,13.422,13.599,14.041,12.713,11.273,10.438,18.629,14.877,17.707,12.764,13.599,11.753,14.754,29.593,7.866,11.905
2021-03-08T00:00:00+00:00,11.543,10.588,13.130,14.350,12.762,10.796,21.294,7.511,13.754,14.308,9.541,7.976,11.558,10.130,15.746,14.974,12.606,14.737,11.287,11.834,9.065,13.128,11.602,10.898,19.611,13.007,26.817,17.552,13.923,14.274,11.961,15.410,15.084,13.829,9.972,13.031,10.474,12.360,13.402,11.644,13.310,12.504,13.293,14.049,12.071,10.694,10.151,16.957,13.971,15.941,12.903,13.007,11.479,14.274,26.817,7.511,11.334
