datahora,Qgr5
2019-05-02T12:00:00+00:00,10.981
2019-05-02T18:00:00+00:00,10.625
2019-05-03T00:00:00+00:00,10.295
2019-05-03T06:00:00+00:00,9.989
2019-05-03T12:00:00+00:00,9.706
2019-05-03T18:00:00+00:00,9.442
2019-05-04T00:00:00+00:00,9.195
2019-05-04T06:00:00+00:00,8.963
2019-05-04T12:00:00+00:00,8.747
2019-05-04T18:00:00+00:00,8.545
2019-05-05T00:00:00+00:00,8.353
2019-05-05T06:00:00+00:00,8.173
2019-05-05T12:00:00+00:00,8.004
2019-05-05T18:00:00+00:00,7.845
2019-05-06T00:00:00+00:00,7.693
2019-05-06T06:00:00+00:00,7.549
2019-05-06T12:00:00+00:00,7.414
2019-05-06T18:00:00+00:00,7.285
2019-05-07T00:00:00+00:00,7.175
2019-05-07T06:00:00+00:00,7.112
2019-05-07T12:00:00+00:00,7.060
2019-05-07T18:00:00+00:00,6.956
2019-05-08T00:00:00+00:00,7.406
2019-05-08T06:00:00+00:00,9.310
2019-05-08T12:00:00+00:00,11.309
2019-05-08T18:00:00+00:00,10.036
2019-05-09T00:00:00+00:00,8.675
2019-05-09T06:00:00+00:00,8.060
2019-05-09T12:00:00+00:00,7.889
2019-05-09T18:00:00+00:00,7.734
2019-05-10T00:00:00+00:00,7.586
2019-05-10T06:00:00+00:00,7.446
2019-05-10T12:00:00+00:00,7.314
2019-05-10T18:00:00+00:00,7.189
2019-05-11T00:00:00+00:00,7.069
2019-05-11T06:00:00+00:00,7.354
2019-05-11T12:00:00+00:00,8.959
2019-05-11T18:00:00+00:00,11.104
2019-05-12T00:00:00+00:00,10.637
2019-05-12T06:00:00+00:00,10.185
2019-05-12T12:00:00+00:00,11.055
2019-05-12T18:00:00+00:00,11.315
2019-05-13T00:00:00+00:00,10.222
2019-05-13T06:00:00+00:00,9.348
2019-05-13T12:00:00+00:00,8.936
2019-05-13T18:00:00+00:00,8.717
2019-05-14T00:00:00+00:00,8.512
2019-05-14T06:00:00+00:00,8.320
2019-05-14T12:00:00+00:00,8.140
2019-05-14T18:00:00+00:00,7.970
2019-05-15T00:00:00+00:00,7.809
2019-05-15T06:00:00+00:00,7.657
2019-05-15T12:00:00+00:00,7.513
2019-05-15T18:00:00+00:00,7.377
2019-05-16T00:00:00+00:00,7.247
2019-05-16T06:00:00+00:00,7.124
2019-05-16T12:00:00+00:00,7.007
2019-05-16T18:00:00+00:00,6.896
2019-05-17T00:00:00+00:00,6.789
2019-05-17T06:00:00+00:00,6.687
2019-05-17T12:00:00+00:00,6.591
2019-05-17T18:00:00+00:00,6.498
2019-05-18T00:00:00+00:00,6.409
2019-05-18T06:00:00+00:00,6.324
2019-05-18T12:00:00+00:00,6.243
2019-05-18T18:00:00+00:00,6.165
2019-05-19T00:00:00+00:00,6.090
2019-05-19T06:00:00+00:00,6.018
2019-05-19T12:00:00+00:00,5.950
2019-05-19T18:00:00+00:00,5.884
2019-05-20T00:00:00+00:00,5.820
2019-05-20T06:00:00+00:00,5.758
2019-05-20T12:00:00+00:00,5.699
2019-05-20T18:00:00+00:00,5.642
2019-05-21T00:00:00+00:00,5.586
2019-05-21T06:00:00+00:00,5.532
2019-05-21T12:00:00+00:00,5.481
2019-05-21T18:00:00+00:00,5.431
2019-05-22T00:00:00+00:00,5.383
2019-05-22T06:00:00+00:00,5.336
2019-05-22T12:00:00+00:00,5.291
2019-05-22T18:00:00+00:00,5.247
2019-05-23T00:00:00+00:00,5.204
2019-05-23T06:00:00+00:00,5.163
2019-05-23T12:00:00+00:00,5.171
2019-05-23T18:00:00+00:00,5.407
2019-05-24T00:00:00+00:00,6.680
2019-05-24T06:00:00+00:00,11.357
2019-05-24T12:00:00+00:00,20.964
2019-05-24T18:00:00+00:00,26.261
2019-05-25T00:00:00+00:00,20.467
2019-05-25T06:00:00+00:00,15.727
2019-05-25T12:00:00+00:00,13.818
2019-05-25T18:00:00+00:00,13.195
2019-05-26T00:00:00+00:00,12.643
2019-05-26T06:00:00+00:00,12.141
2019-05-26T12:00:00+00:00,11.683
2019-05-26T18:00:00+00:00,11.264
2019-05-27T00:00:00+00:00,10.878
2019-05-27T06:00:00+00:00,10.522
2019-05-27T12:00:00+00:00,10.193
2019-05-27T18:00:00+00:00,9.890
2019-05-28T00:00:00+00:00,9.607
2019-05-28T06:00:00+00:00,9.344
2019-05-28T12:00:00+00:00,9.099
2019-05-28T18:00:00+00:00,9.114
2019-05-29T00:00:00+00:00,10.170
2019-05-29T06:00:00+00:00,12.383
2019-05-29T12:00:00+00:00,13.466
2019-05-29T18:00:00+00:00,12.578
2019-05-30T00:00:00+00:00,11.140
2019-05-30T06:00:00+00:00,10.301
2019-05-30T12:00:00+00:00,9.895
2019-05-30T18:00:00+00:00,9.614
2019-05-31T00:00:00+00:00,9.426
2019-05-31T06:00:00+00:00,9.476
2019-05-31T12:00:00+00:00,9.577
2019-05-31T18:00:00+00:00,9.210
2019-06-01T00:00:00+00:00,9.219
2019-06-01T06:00:00+00:00,10.874
2019-06-01T12:00:00+00:00,13.982
2019-06-01T18:00:00+00:00,15.095
2019-06-02T00:00:00+00:00,14.784
2019-06-02T06:00:00+00:00,14.985
2019-06-02T12:00:00+00:00,15.505
2019-06-02T18:00:00+00:00,17.095
2019-06-03T00:00:00+00:00,20.698
2019-06-03T06:00:00+00:00,26.053
2019-06-03T12:00:00+00:00,37.449
2019-06-03T18:00:00+00:00,41.639
2019-06-04T00:00:00+00:00,33.784
2019-06-04T06:00:00+00:00,27.657
2019-06-04T12:00:00+00:00,24.566
2019-06-04T18:00:00+00:00,22.660
2019-06-05T00:00:00+00:00,21.016
2019-06-05T06:00:00+00:00,19.597
2019-06-05T12:00:00+00:00,18.365
2019-06-05T18:00:00+00:00,17.311
2019-06-06T00:00:00+00:00,16.381
2019-06-06T06:00:00+00:00,15.554
2019-06-06T12:00:00+00:00,14.817
2019-06-06T18:00:00+00:00,14.154
2019-06-07T00:00:00+00:00,13.556
2019-06-07T06:00:00+00:00,13.013
2019-06-07T12:00:00+00:00,12.520
2019-06-07T18:00:00+00:00,12.070
2019-06-08T00:00:00+00:00,11.657
2019-06-08T06:00:00+00:00,11.277
2019-06-08T12:00:00+00:00,10.928
2019-06-08T18:00:00+00:00,10.605
2019-06-09T00:00:00+00:00,10.304
2019-06-09T06:00:00+00:00,10.025
2019-06-09T12:00:00+00:00,9.766
2019-06-09T18:00:00+00:00,9.524
2019-06-10T00:00:00+00:00,9.297
2019-06-10T06:00:00+00:00,9.084
2019-06-10T12:00:00+00:00,8.886
2019-06-10T18:00:00+00:00,8.699
2019-06-11T00:00:00+00:00,8.522
2019-06-11T06:00:00+00:00,8.355
2019-06-11T12:00:00+00:00,8.198
2019-06-11T18:00:00+00:00,8.050
2019-06-12T00:00:00+00:00,7.909
2019-06-12T06:00:00+00:00,7.774
2019-06-12T12:00:00+00:00,7.648
2019-06-12T18:00:00+00:00,7.528
2019-06-13T00:00:00+00:00,7.412
2019-06-13T06:00:00+00:00,7.303
2019-06-13T12:00:00+00:00,7.199
2019-06-13T18:00:00+00:00,7.100
2019-06-14T00:00:00+00:00,7.004
2019-06-14T06:00:00+00:00,6.912
2019-06-14T12:00:00+00:00,6.826
2019-06-14T18:00:00+00:00,6.743
2019-06-15T00:00:00+00:00,6.662
2019-06-15T06:00:00+00:00,6.585
2019-06-15T12:00:00+00:00,6.512
2019-06-15T18:00:00+00:00,6.442
2019-06-16T00:00:00+00:00,6.373
2019-06-16T06:00:00+00:00,6.307
2019-06-16T12:00:00+00:00,6.244
2019-06-16T18:00:00+00:00,6.184
2019-06-17T00:00:00+00:00,6.124
2019-06-17T06:00:00+00:00,6.067
2019-06-17T12:00:00+00:00,6.013
2019-06-17T18:00:00+00:00,5.960
2019-06-18T00:00:00+00:00,5.909
2019-06-18T06:00:00+00:00,5.858
2019-06-18T12:00:00+00:00,5.811
2019-06-18T18:00:00+00:00,5.765
2019-06-19T00:00:00+00:00,5.719
2019-06-19T06:00:00+00:00,5.676
2019-06-19T12:00:00+00:00,5.634
2019-06-19T18:00:00+00:00,5.593
2019-06-20T00:00:00+00:00,5.553
2019-06-20T06:00:00+00:00,5.514
2019-06-20T12:00:00+00:00,5.477
2019-06-20T18:00:00+00:00,5.441
2019-06-21T00:00:00+00:00,5.406
2019-06-21T06:00:00+00:00,5.371
2019-06-21T12:00:00+00:00,5.338
2019-06-21T18:00:00+00:00,5.306
2019-06-22T00:00:00+00:00,5.274
2019-06-22T06:00:00+00:00,5.243
2019-06-22T12:00:00+00:00,5.213
2019-06-22T18:00:00+00:00,5.184
2019-06-23T00:00:00+00:00,5.155
2019-06-23T06:00:00+00:00,5.127
2019-06-23T12:00:00+00:00,5.099
2019-06-23T18:00:00+00:00,5.073
2019-06-24T00:00:00+00:00,5.047
2019-06-24T06:00:00+00:00,5.021
2019-06-24T12:00:00+00:00,4.996
2019-06-24T18:00:00+00:00,4.972
2019-06-25T00:00:00+00:00,4.948
2019-06-25T06:00:00+00:00,4.925
2019-06-25T12:00:00+00:00,4.902
2019-06-25T18:00:00+00:00,4.880
2019-06-26T00:00:00+00:00,4.857
2019-06-26T06:00:00+00:00,4.836
2019-06-26T12:00:00+00:00,4.815
2019-06-26T18:00:00+00:00,4.820
2019-06-27T00:00:00+00:00,4.941
2019-06-27T06:00:00+00:00,5.197
2019-06-27T12:00:00+00:00,5.312
2019-06-27T18:00:00+00:00,5.142
2019-06-28T00:00:00+00:00,4.965
2019-06-28T06:00:00+00:00,4.883
2019-06-28T12:00:00+00:00,4.854
2019-06-28T18:00:00+00:00,4.831
2019-06-29T00:00:00+00:00,4.808
2019-06-29T06:00:00+00:00,4.786
2019-06-29T12:00:00+00:00,4.765
2019-06-29T18:00:00+00:00,4.744
2019-06-30T00:00:00+00:00,4.723
2019-06-30T06:00:00+00:00,4.703
2019-06-30T12:00:00+00:00,4.683
2019-06-30T18:00:00+00:00,4.664
2019-07-01T00:00:00+00:00,4.644
2019-07-01T06:00:00+00:00,4.625
2019-07-01T12:00:00+00:00,4.606
2019-07-01T18:00:00+00:00,4.589
2019-07-02T00:00:00+00:00,4.570
2019-07-02T06:00:00+00:00,4.552
2019-07-02T12:00:00+00:00,4.535
2019-07-02T18:00:00+00:00,4.519
2019-07-03T00:00:00+00:00,4.502
2019-07-03T06:00:00+00:00,4.485
2019-07-03T12:00:00+00:00,4.469
2019-07-03T18:00:00+00:00,5.105
2019-07-04T00:00:00+00:00,7.763
2019-07-04T06:00:00+00:00,11.638
2019-07-04T12:00:00+00:00,12.760
2019-07-04T18:00:00+00:00,14.884
2019-07-05T00:00:00+00:00,14.043
2019-07-05T06:00:00+00:00,12.533
2019-07-05T12:00:00+00:00,14.457
2019-07-05T18:00:00+00:00,17.961
2019-07-06T00:00:00+00:00,16.302
2019-07-06T06:00:00+00:00,13.864
2019-07-06T12:00:00+00:00,12.509
2019-07-06T18:00:00+00:00,11.949
2019-07-07T00:00:00+00:00,11.513
2019-07-07T06:00:00+00:00,11.113
2019-07-07T12:00:00+00:00,10.746
2019-07-07T18:00:00+00:00,10.408
2019-07-08T00:00:00+00:00,10.093
2019-07-08T06:00:00+00:00,9.802
2019-07-08T12:00:00+00:00,9.531
2019-07-08T18:00:00+00:00,9.279
2019-07-09T00:00:00+00:00,9.043
2019-07-09T06:00:00+00:00,8.822
2019-07-09T12:00:00+00:00,8.616
2019-07-09T18:00:00+00:00,8.422
2019-07-10T00:00:00+00:00,8.239
2019-07-10T06:00:00+00:00,8.067
2019-07-10T12:00:00+00:00,7.905
2019-07-10T18:00:00+00:00,7.752
2019-07-11T00:00:00+00:00,7.606
2019-07-11T06:00:00+00:00,7.468
2019-07-11T12:00:00+00:00,7.337
2019-07-11T18:00:00+00:00,7.213
2019-07-12T00:00:00+00:00,7.095
2019-07-12T06:00:00+00:00,6.982
2019-07-12T12:00:00+00:00,6.875
2019-07-12T18:00:00+00:00,6.774
2019-07-13T00:00:00+00:00,6.676
2019-07-13T06:00:00+00:00,6.582
2019-07-13T12:00:00+00:00,6.493
2019-07-13T18:00:00+00:00,6.408
2019-07-14T00:00:00+00:00,6.326
2019-07-14T06:00:00+00:00,6.247
2019-07-14T12:00:00+00:00,6.172
2019-07-14T18:00:00+00:00,6.099
2019-07-15T00:00:00+00:00,6.029
2019-07-15T06:00:00+00:00,5.962
2019-07-15T12:00:00+00:00,5.897
2019-07-15T18:00:00+00:00,5.835
2019-07-16T00:00:00+00:00,5.968
2019-07-16T06:00:00+00:00,6.690
2019-07-16T12:00:00+00:00,7.539
2019-07-16T18:00:00+00:00,7.033
2019-07-17T00:00:00+00:00,6.427
2019-07-17T06:00:00+00:00,6.140
2019-07-17T12:00:00+00:00,6.059
2019-07-17T18:00:00+00:00,5.990
2019-07-18T00:00:00+00:00,5.922
2019-07-18T06:00:00+00:00,5.857
2019-07-18T12:00:00+00:00,5.794
2019-07-18T18:00:00+00:00,5.734
2019-07-19T00:00:00+00:00,5.676
2019-07-19T06:00:00+00:00,5.620
2019-07-19T12:00:00+00:00,5.566
2019-07-19T18:00:00+00:00,5.514
2019-07-20T00:00:00+00:00,5.463
2019-07-20T06:00:00+00:00,5.413
2019-07-20T12:00:00+00:00,5.366
2019-07-20T18:00:00+00:00,5.320
2019-07-21T00:00:00+00:00,5.276
2019-07-21T06:00:00+00:00,5.232
2019-07-21T12:00:00+00:00,5.191
2019-07-21T18:00:00+00:00,5.150
2019-07-22T00:00:00+00:00,5.111
2019-07-22T06:00:00+00:00,5.072
2019-07-22T12:00:00+00:00,5.035
2019-07-22T18:00:00+00:00,4.999
2019-07-23T00:00:00+00:00,4.964
2019-07-23T06:00:00+00:00,4.929
2019-07-23T12:00:00+00:00,4.896
2019-07-23T18:00:00+00:00,4.864
2019-07-24T00:00:00+00:00,4.832
2019-07-24T06:00:00+00:00,4.800
2019-07-24T12:00:00+00:00,4.770
2019-07-24T18:00:00+00:00,4.741
2019-07-25T00:00:00+00:00,4.712
2019-07-25T06:00:00+00:00,4.684
2019-07-25T12:00:00+00:00,4.657
2019-07-25T18:00:00+00:00,4.631
2019-07-26T00:00:00+00:00,4.604
2019-07-26T06:00:00+00:00,4.578
2019-07-26T12:00:00+00:00,4.553
2019-07-26T18:00:00+00:00,4.529
2019-07-27T00:00:00+00:00,4.505
2019-07-27T06:00:00+00:00,4.481
2019-07-27T12:00:00+00:00,4.458
2019-07-27T18:00:00+00:00,4.436
2019-07-28T00:00:00+00:00,4.413
2019-07-28T06:00:00+00:00,4.391
2019-07-28T12:00:00+00:00,4.370
2019-07-28T18:00:00+00:00,4.349
2019-07-29T00:00:00+00:00,4.329
2019-07-29T06:00:00+00:00,4.308
2019-07-29T12:00:00+00:00,4.288
2019-07-29T18:00:00+00:00,4.269
2019-07-30T00:00:00+00:00,4.250
2019-07-30T06:00:00+00:00,4.231
2019-07-30T12:00:00+00:00,4.213
2019-07-30T18:00:00+00:00,4.195
2019-07-31T00:00:00+00:00,4.176
2019-07-31T06:00:00+00:00,4.158
2019-07-31T12:00:00+00:00,4.141
2019-07-31T18:00:00+00:00,4.125
2019-08-01T00:00:00+00:00,4.107
2019-08-01T06:00:00+00:00,4.091
2019-08-01T12:00:00+00:00,4.075
2019-08-01T18:00:00+00:00,4.059
2019-08-02T00:00:00+00:00,4.043
2019-08-02T06:00:00+00:00,4.027
2019-08-02T12:00:00+00:00,4.012
2019-08-02T18:00:00+00:00,3.998
2019-08-03T00:00:00+00:00,3.983
2019-08-03T06:00:00+00:00,3.968
2019-08-03T12:00:00+00:00,3.954
2019-08-03T18:00:00+00:00,3.940
2019-08-04T00:00:00+00:00,3.926
2019-08-04T06:00:00+00:00,3.913
2019-08-04T12:00:00+00:00,3.904
2019-08-04T18:00:00+00:00,3.897
2019-08-05T00:00:00+00:00,3.880
2019-08-05T06:00:00+00:00,3.863
2019-08-05T12:00:00+00:00,3.849
2019-08-05T18:00:00+00:00,3.836
2019-08-06T00:00:00+00:00,3.823
2019-08-06T06:00:00+00:00,3.810
2019-08-06T12:00:00+00:00,3.798
2019-08-06T18:00:00+00:00,3.786
2019-08-07T00:00:00+00:00,3.773
2019-08-07T06:00:00+00:00,3.761
2019-08-07T12:00:00+00:00,3.749
2019-08-07T18:00:00+00:00,3.737
2019-08-08T00:00:00+00:00,3.725
2019-08-08T06:00:00+00:00,3.713
2019-08-08T12:00:00+00:00,3.702
2019-08-08T18:00:00+00:00,3.691
2019-08-09T00:00:00+00:00,3.679
2019-08-09T06:00:00+00:00,3.668
2019-08-09T12:00:00+00:00,3.657
2019-08-09T18:00:00+00:00,3.646
2019-08-10T00:00:00+00:00,3.638
2019-08-10T06:00:00+00:00,3.637
2019-08-10T12:00:00+00:00,3.639
2019-08-10T18:00:00+00:00,3.621
2019-08-11T00:00:00+00:00,3.602
2019-08-11T06:00:00+00:00,3.588
2019-08-11T12:00:00+00:00,3.578
2019-08-11T18:00:00+00:00,3.567
2019-08-12T00:00:00+00:00,3.557
2019-08-12T06:00:00+00:00,3.546
2019-08-12T12:00:00+00:00,3.536
2019-08-12T18:00:00+00:00,3.526
2019-08-13T00:00:00+00:00,3.515
2019-08-13T06:00:00+00:00,3.505
2019-08-13T12:00:00+00:00,3.495
2019-08-13T18:00:00+00:00,3.486
2019-08-14T00:00:00+00:00,3.476
2019-08-14T06:00:00+00:00,3.466
2019-08-14T12:00:00+00:00,3.457
2019-08-14T18:00:00+00:00,3.447
2019-08-15T00:00:00+00:00,3.437
2019-08-15T06:00:00+00:00,3.428
2019-08-15T12:00:00+00:00,3.418
2019-08-15T18:00:00+00:00,3.410
2019-08-16T00:00:00+00:00,3.400
2019-08-16T06:00:00+00:00,3.391
2019-08-16T12:00:00+00:00,3.382
2019-08-16T18:00:00+00:00,3.374
2019-08-17T00:00:00+00:00,3.364
2019-08-17T06:00:00+00:00,3.355
2019-08-17T12:00:00+00:00,3.347
2019-08-17T18:00:00+00:00,3.338
2019-08-18T00:00:00+00:00,3.330
