datahora,Qsac_0,Qsac_1,Qsac_2,Qsac_3,Qsac_4,Qsac_5,Qsac_6,Qsac_7,Qsac_8,Qsac_9,Qsac_10,Qsac_11,Qsac_12,Qsac_13,Qsac_14,Qsac_15,Qsac_16,Qsac_17,Qsac_18,Qsac_19,Qsac_20,Qsac_21,Qsac_22,Qsac_23,Qsac_24,Qsac_25,Qsac_26,Qsac_27,Qsac_28,Qsac_29,Qsac_30,Qsac_31,Qsac_32,Qsac_33,Qsac_34,Qsac_35,Qsac_36,Qsac_37,Qsac_38,Qsac_39,Qsac_40,Qsac_41,Qsac_42,Qsac_43,Qsac_44,Qsac_45,Qsac_46,Qsac_47,Qsac_48,Qsac_49,Qsac_50,Qmed,Q25,Q75,Qmax,Qmin,Qsac_wrf
2021-03-17T00:00:00+00:00,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658,6.658
2021-03-17T06:00:00+00:00,6.671,6.669,6.701,6.667,6.683,6.685,6.721,6.675,6.671,6.669,6.673,6.669,6.676,6.707,6.668,6.668,6.735,6.733,6.745,6.670,6.696,6.668,6.668,6.697,6.671,6.669,6.673,6.681,6.668,6.676,6.675,6.672,6.722,6.683,6.694,6.677,6.679,6.688,6.679,6.668,6.679,6.680,6.668,6.675,6.677,6.686,6.667,6.669,6.677,6.669,6.669,6.675,6.669,6.683,6.745,6.667,6.667
2021-03-17T12:00:00+00:00,6.654,6.644,6.866,6.622,6.743,6.748,7.074,6.685,6.643,6.634,6.656,6.637,6.682,6.895,6.625,6.626,7.084,7.078,7.154,6.638,6.815,6.625,6.629,6.827,6.649,6.643,6.700,6.712,6.629,6.683,6.700,6.654,7.007,6.762,6.803,6.693,6.723,6.781,6.711,6.629,6.708,6.712,6.624,6.698,6.688,6.753,6.622,6.632,6.688,6.642,6.642,6.688,6.641,6.748,7.154,6.622,6.622
2021-03-17T18:00:00+00:00,6.691,6.679,7.093,6.555,6.852,6.849,7.882,6.821,6.737,6.578,6.655,6.697,6.687,7.143,6.576,6.693,7.449,7.412,7.616,6.714,6.936,6.645,6.538,7.036,6.760,6.714,6.864,6.802,6.703,6.680,6.863,6.614,7.268,6.938,6.896,6.739,6.896,6.912,6.743,6.605,6.698,6.812,6.543,6.803,6.678,6.780,6.603,6.583,6.625,6.654,6.663,6.737,6.661,6.864,7.882,6.538,6.507
2021-03-18T00:00:00+00:00,7.214,7.159,7.500,6.711,7.230,7.371,9.018,7.605,7.761,6.800,7.067,7.452,7.074,7.834,6.876,7.662,7.962,7.735,8.346,7.618,7.354,7.290,6.563,7.863,7.795,7.400,7.013,7.486,7.662,7.039,7.785,6.765,7.319,7.217,7.258,7.175,7.490,7.113,7.027,6.933,6.829,7.481,6.618,7.183,6.785,6.807,7.041,6.888,6.610,7.033,6.963,7.217,7.000,7.500,9.018,6.563,6.570
2021-03-18T06:00:00+00:00,7.992,7.983,7.899,6.876,7.629,8.026,9.719,8.260,8.887,7.363,7.560,8.233,7.817,8.658,7.485,8.905,8.468,8.586,9.060,8.505,7.893,7.868,7.039,8.750,8.725,8.616,7.113,8.103,8.628,8.521,10.582,6.884,7.303,7.717,7.854,7.959,8.105,7.352,7.821,7.273,7.760,8.058,6.781,8.196,6.864,7.045,7.561,7.640,6.991,7.632,7.272,7.893,7.455,8.468,10.582,6.781,7.518
2021-03-18T12:00:00+00:00,8.431,8.643,8.083,6.908,8.111,8.219,9.600,8.248,9.209,7.699,7.662,8.421,8.211,8.881,7.795,9.459,8.529,9.468,9.191,8.696,8.201,7.883,7.434,9.022,8.785,9.255,7.095,8.118,8.799,9.946,12.765,6.810,7.247,8.058,8.134,8.348,8.213,7.380,8.451,7.344,8.615,8.171,6.897,8.922,6.789,7.518,8.252,8.136,7.351,7.952,7.287,8.211,7.690,8.696,12.765,6.789,8.546
2021-03-18T18:00:00+00:00,8.897,9.512,8.509,6.834,8.928,7.999,9.144,7.849,8.958,7.663,7.529,8.387,8.321,8.497,7.793,9.766,8.299,10.596,9.057,8.710,8.915,7.678,7.436,9.205,8.307,9.019,7.132,7.739,8.485,11.061,12.937,6.730,7.130,8.396,8.241,8.363,7.866,7.230,9.007,7.499,9.037,8.511,6.946,9.022,6.778,9.018,8.907,8.267,7.543,7.932,7.076,8.363,7.675,8.958,12.937,6.730,9.545
2021-03-19T00:00:00+00:00,9.238,10.836,9.094,7.152,10.242,7.774,8.694,7.606,8.770,7.562,7.881,8.317,9.167,8.035,8.427,10.030,8.476,12.973,9.093,9.107,9.628,8.003,7.361,9.788,8.013,8.506,7.486,7.327,8.470,11.839,12.416,7.139,7.135,8.928,8.939,9.264,7.418,7.327,9.740,7.883,9.149,8.759,7.371,8.737,7.475,10.875,10.238,8.215,8.132,8.103,6.906,8.476,7.732,9.167,12.973,6.906,10.517
2021-03-19T06:00:00+00:00,9.326,11.793,9.295,9.362,11.174,7.810,8.301,7.795,9.304,7.506,8.251,8.212,9.924,7.924,9.391,9.902,9.244,15.933,9.248,9.497,9.725,8.683,7.589,10.517,8.642,8.144,7.842,7.020,8.772,11.845,12.857,7.605,7.204,9.075,10.181,10.442,7.218,7.619,10.241,8.102,9.063,8.701,8.162,8.314,8.208,11.644,11.527,8.213,8.839,8.798,6.941,8.798,8.134,9.725,15.933,6.941,11.034
2021-03-19T12:00:00+00:00,9.016,11.645,9.051,13.936,11.274,7.772,7.855,7.889,9.895,7.343,8.136,7.914,9.779,7.814,9.661,9.286,9.647,17.074,9.042,9.338,9.240,8.884,7.713,10.551,9.161,7.784,7.824,6.822,8.751,11.039,13.215,7.647,7.118,8.637,10.684,10.652,7.111,7.665,10.000,7.968,8.669,8.388,8.544,7.809,8.301,11.139,11.764,8.040,8.956,9.585,7.217,8.884,7.847,9.779,17.074,6.822,10.672
2021-03-19T18:00:00+00:00,8.401,10.632,8.842,17.074,11.342,7.518,7.364,7.627,9.879,7.053,7.732,7.445,8.994,7.488,9.293,8.435,9.327,15.854,8.429,8.790,8.480,8.464,7.499,9.783,8.921,7.364,7.520,6.649,8.295,9.908,12.465,7.336,6.869,7.939,10.110,9.910,6.909,7.412,9.166,7.649,8.028,7.960,8.322,7.284,7.901,9.991,10.918,7.618,8.476,9.814,7.370,8.401,7.513,9.327,17.074,6.649,9.669
2021-03-20T00:00:00+00:00,7.777,9.447,8.663,16.948,12.086,7.300,6.961,7.183,9.679,6.802,7.580,6.991,8.170,7.107,9.374,7.674,8.698,13.710,7.716,8.290,7.800,7.812,7.235,8.816,8.242,7.070,7.140,6.591,7.750,9.241,11.084,6.925,6.574,7.378,9.097,8.884,6.645,7.152,8.201,7.631,7.374,7.900,7.801,6.877,7.456,8.837,9.604,7.139,7.805,9.557,7.326,7.777,7.175,8.816,16.948,6.574,8.609
2021-03-20T06:00:00+00:00,7.434,8.738,8.694,14.833,12.834,7.244,6.700,6.746,9.779,6.650,7.516,6.672,7.822,6.765,9.677,7.171,8.165,11.898,7.112,7.971,7.351,7.324,7.549,8.065,7.530,6.933,6.784,6.965,7.313,8.932,9.684,6.562,6.315,7.146,8.303,7.984,6.397,6.950,7.437,8.111,6.871,7.878,7.336,6.610,7.212,8.099,8.360,6.798,7.231,9.055,7.137,7.351,6.946,8.111,14.833,6.315,7.745
2021-03-20T12:00:00+00:00,7.193,8.247,8.570,12.273,12.651,7.132,6.497,6.403,9.641,6.511,7.284,6.442,7.620,6.511,9.473,6.818,7.683,10.473,6.671,7.625,7.004,7.004,7.899,7.486,6.947,6.786,6.478,7.282,7.015,8.497,8.497,6.290,6.129,6.993,7.710,7.280,6.198,6.725,6.896,8.360,6.516,7.591,6.957,6.403,7.006,7.598,7.409,6.594,6.792,8.377,6.846,7.015,6.711,7.683,12.651,6.129,7.087
2021-03-20T18:00:00+00:00,6.927,7.692,8.099,10.084,11.383,6.871,6.309,6.156,8.963,6.346,6.929,6.239,7.282,6.327,8.740,6.509,7.179,9.205,6.350,7.186,6.673,6.802,7.833,7.156,6.519,6.573,6.247,7.207,6.746,7.871,7.610,6.103,6.012,6.786,7.183,6.748,6.064,6.495,6.517,8.083,6.274,7.145,6.627,6.240,6.737,7.139,6.761,6.442,6.469,7.738,6.544,6.761,6.462,7.207,11.383,6.012,6.623
2021-03-21T00:00:00+00:00,6.815,7.173,7.519,8.615,9.872,6.584,6.195,6.038,8.238,6.203,6.637,6.098,6.925,6.296,7.890,6.293,6.752,8.199,6.151,6.826,6.420,6.828,7.474,7.779,6.340,6.402,6.087,6.949,6.548,7.254,7.030,6.015,5.975,6.647,6.762,6.390,6.066,6.376,6.300,7.643,6.153,6.770,6.401,6.177,6.475,6.740,6.402,6.395,6.279,7.602,6.356,6.548,6.295,6.949,9.872,5.975,6.350
2021-03-21T06:00:00+00:00,6.792,6.757,7.007,7.724,8.577,6.344,6.138,5.996,7.692,6.133,6.458,5.996,6.690,6.319,7.190,6.169,6.464,7.535,6.047,6.570,6.243,6.873,7.064,8.474,6.251,6.329,5.985,6.693,6.437,6.797,6.737,5.967,5.963,6.574,6.475,6.204,6.093,6.320,6.291,7.260,6.184,6.496,6.247,6.185,6.260,6.448,6.188,6.476,6.286,7.607,6.307,6.437,6.200,6.757,8.577,5.963,6.225
2021-03-21T12:00:00+00:00,6.668,6.423,6.588,7.146,7.634,6.153,6.076,5.968,7.333,6.076,6.314,5.913,6.500,6.322,6.678,6.068,6.266,7.081,5.973,6.358,6.086,6.763,6.683,8.488,6.153,6.252,5.910,6.464,6.447,6.442,6.529,5.923,5.935,6.463,6.262,6.092,6.063,6.231,6.291,6.913,6.219,6.273,6.119,6.143,6.094,6.211,6.060,6.485,6.307,7.388,6.269,6.273,6.093,6.500,8.488,5.910,6.116
2021-03-21T18:00:00+00:00,6.469,6.177,6.284,6.757,6.996,6.010,6.003,5.930,7.047,6.021,6.156,5.860,6.296,6.269,6.320,5.982,6.113,6.754,5.909,6.184,5.987,6.529,6.368,8.072,6.043,6.144,5.851,6.266,6.464,6.211,6.369,5.881,5.889,6.313,6.091,5.978,5.996,6.107,6.218,6.623,6.206,6.136,5.999,6.064,5.960,6.064,5.952,6.376,6.249,7.007,6.190,6.177,6.002,6.320,8.072,5.851,6.031
2021-03-22T00:00:00+00:00,6.261,6.024,6.094,6.578,6.639,5.911,5.942,5.921,6.830,6.073,6.034,5.839,6.179,6.212,6.155,5.920,6.010,6.599,5.854,6.127,5.969,6.307,6.139,7.832,5.929,6.056,5.818,6.158,6.484,6.139,6.280,5.923,5.852,6.201,5.986,5.906,5.930,5.990,6.115,6.596,6.212,6.162,5.907,5.996,5.898,6.046,5.948,6.217,6.176,6.667,6.136,6.094,5.939,6.212,7.832,5.818,6.033
2021-03-22T06:00:00+00:00,6.112,5.933,5.972,6.536,6.459,5.852,5.901,5.945,6.697,6.231,5.937,5.831,6.136,6.302,6.119,5.871,5.993,6.547,5.816,6.112,5.991,6.138,6.003,7.705,5.863,5.986,5.795,6.085,6.510,6.128,6.264,5.974,5.822,6.162,5.935,5.875,5.880,5.899,6.036,6.858,6.229,6.255,5.852,5.941,5.862,6.055,5.994,6.073,6.125,6.541,6.092,6.036,5.925,6.162,7.705,5.795,6.135
2021-03-22T12:00:00+00:00,6.013,5.868,5.879,6.531,6.329,5.808,5.888,5.941,6.540,6.307,5.861,5.813,6.093,6.558,6.086,5.826,5.989,6.480,5.783,6.055,5.990,6.003,5.930,7.503,5.812,5.915,5.773,6.002,6.445,6.089,6.229,5.970,5.793,6.124,5.881,5.885,5.833,5.832,5.965,7.006,6.182,6.259,5.808,5.884,5.827,6.020,6.009,5.952,6.061,6.487,6.031,5.990,5.876,6.124,7.503,5.773,6.414
2021-03-22T18:00:00+00:00,5.938,5.824,5.819,6.445,6.213,5.773,5.887,5.910,6.353,6.273,5.799,5.785,6.018,6.701,6.004,5.786,5.999,6.389,5.757,5.973,5.956,5.913,5.883,7.206,5.773,5.851,5.752,5.915,6.326,6.007,6.173,5.919,5.768,6.058,5.831,5.892,5.793,5.783,5.895,6.886,6.080,6.165,5.785,5.828,5.790,5.967,5.978,5.860,5.989,6.417,5.967,5.919,5.823,6.058,7.206,5.752,6.608
2021-03-23T00:00:00+00:00,5.894,5.785,5.769,6.373,6.168,5.751,5.904,5.982,6.255,6.349,5.772,5.756,5.925,6.694,5.982,5.755,6.000,6.299,5.737,5.922,5.950,5.936,5.838,6.959,5.743,5.834,5.733,5.831,6.361,5.929,6.140,5.856,5.759,6.037,5.791,5.887,5.766,5.770,5.835,6.704,5.982,6.100,5.822,5.781,5.755,5.970,5.971,5.793,5.975,6.369,5.991,5.922,5.784,6.000,6.959,5.733,6.624
2021-03-23T06:00:00+00:00,6.036,5.765,5.746,6.406,6.249,5.737,5.956,6.418,6.203,6.538,5.754,5.730,5.852,6.656,6.195,5.732,5.971,6.233,5.721,5.890,5.993,6.035,5.814,6.760,5.720,5.869,5.716,5.777,6.459,5.864,6.135,5.797,5.751,6.033,5.769,5.863,5.745,5.823,5.791,6.574,5.904,6.043,5.882,5.744,5.729,5.989,6.122,5.748,5.986,6.319,6.119,5.890,5.762,6.122,6.760,5.716,6.543
2021-03-23T12:00:00+00:00,6.403,5.746,5.723,6.419,6.456,5.719,5.971,6.795,6.111,6.616,5.733,5.708,5.790,6.624,6.380,5.711,5.909,6.182,5.705,5.844,6.002,6.073,5.780,6.535,5.701,5.885,5.699,5.736,6.460,5.812,6.120,5.749,5.734,5.986,5.745,5.818,5.724,5.941,5.754,6.415,5.838,5.965,5.905,5.715,5.707,5.959,6.247,5.716,5.958,6.217,6.218,5.905,5.736,6.182,6.795,5.699,6.393
2021-03-23T18:00:00+00:00,6.630,5.731,5.701,6.352,6.573,5.699,5.930,6.841,6.006,6.515,5.763,5.688,5.742,6.556,6.369,5.694,5.838,6.143,5.687,5.791,6.108,6.125,5.748,6.280,5.682,5.855,5.683,5.704,6.498,5.775,6.085,5.720,5.711,5.909,5.721,5.771,5.708,6.019,5.722,6.240,5.796,5.888,5.878,5.690,5.725,5.898,6.232,5.690,5.897,6.143,6.283,5.855,5.721,6.143,6.841,5.682,6.243
2021-03-24T00:00:00+00:00,6.615,5.730,5.684,6.318,6.518,5.678,5.891,6.796,5.985,6.468,6.125,5.670,5.715,6.649,6.251,5.709,5.794,6.114,5.670,5.754,7.023,7.215,5.749,6.088,5.667,5.810,5.671,5.678,7.200,5.761,6.050,5.740,5.690,5.896,5.714,5.762,5.732,6.084,5.697,6.190,5.972,5.889,5.840,5.672,5.962,5.873,6.191,5.669,5.884,6.456,6.701,5.884,5.714,6.190,7.215,5.667,6.300
