datahora_UTC,Qsac_0,Qsac_1,Qsac_2,Qsac_3,Qsac_4,Qsac_5,Qsac_6,Qsac_7,Qsac_8,Qsac_9,Qsac_10,Qsac_11,Qsac_12,Qsac_13,Qsac_14,Qsac_15,Qsac_16,Qsac_17,Qsac_18,Qsac_19,Qsac_20,Qsac_21,Qsac_22,Qsac_23,Qsac_24,Qsac_25,Qsac_26,Qsac_27,Qsac_28,Qsac_29,Qsac_30,Qsac_31,Qsac_32,Qsac_33,Qsac_34,Qsac_35,Qsac_36,Qsac_37,Qsac_38,Qsac_39,Qsac_40,Qsac_41,Qsac_42,Qsac_43,Qsac_44,Qsac_45,Qsac_46,Qsac_47,Qsac_48,Qsac_49,Qsac_50,Qmed,Q25,Q75,Qobs
2020-06-27 12:00:00+00:00,29.263,14.382,13.515,10.433,20.098,23.724,24.046,8.848,27.705,20.610,22.213,14.162,33.679,17.703,12.423,20.907,23.191,23.438,15.975,15.916,24.072,12.961,13.466,27.120,11.335,16.091,16.988,5.879,27.279,15.918,12.123,30.085,16.717,25.467,9.330,25.353,16.339,26.690,29.183,17.346,9.012,19.338,17.565,17.735,19.431,13.355,17.392,20.387,25.912,23.368,16.814,17.703,14.327,23.724,31.222
2020-06-27 18:00:00+00:00,42.261,19.783,20.764,17.044,25.939,30.931,35.534,11.404,35.647,30.143,29.837,22.373,44.202,23.009,19.601,30.421,31.560,37.646,21.777,24.006,33.823,20.116,20.086,33.017,20.427,24.155,22.661,9.514,41.038,25.722,17.146,39.650,27.323,33.403,15.397,38.990,23.923,38.868,42.015,29.383,15.463,24.766,24.822,25.755,25.732,13.665,22.548,27.333,36.617,34.318,24.165,25.732,21.524,33.403,34.488
2020-06-28 00:00:00+00:00,45.899,20.808,24.938,19.911,27.206,30.668,39.623,11.676,36.927,33.112,31.415,25.655,44.481,23.841,22.068,32.831,33.406,43.169,23.399,26.926,35.055,23.409,21.510,31.946,26.077,26.463,23.830,12.263,45.859,30.302,19.031,38.937,31.817,33.160,18.472,44.630,26.686,42.420,44.354,35.009,19.029,25.028,25.269,28.483,25.710,11.873,22.144,28.056,38.773,36.169,25.639,27.206,23.725,35.009,37.782
2020-06-28 06:00:00+00:00,40.338,18.074,23.473,18.201,23.564,25.192,35.355,10.004,31.858,29.095,27.019,23.248,37.143,20.603,19.562,28.377,29.075,38.899,20.530,24.198,29.647,21.292,18.477,26.037,25.014,23.293,20.603,12.280,40.937,27.853,17.169,31.663,28.771,27.359,17.309,40.835,23.709,37.407,37.878,32.128,17.887,21.207,21.089,25.307,21.287,9.441,18.213,23.577,33.252,30.925,21.990,24.198,20.603,29.647,38.037
2020-06-28 12:00:00+00:00,30.823,13.952,18.737,14.239,18.000,18.484,27.262,7.673,24.294,22.226,20.384,18.157,27.579,15.667,14.954,21.369,22.204,30.115,15.755,18.873,22.075,16.566,13.897,19.108,20.039,17.817,15.627,10.299,31.568,21.736,13.550,23.010,22.203,20.195,13.901,32.001,18.165,28.707,28.357,25.065,14.247,15.991,15.608,19.470,15.725,7.213,13.446,17.456,24.950,23.338,16.505,18.737,15.657,22.226,31.098
2020-06-28 18:00:00+00:00,21.660,9.993,13.516,10.155,12.853,12.707,19.243,5.553,17.186,15.578,14.217,12.916,19.137,11.001,10.478,14.823,15.673,21.287,11.118,13.447,15.254,11.739,9.690,13.211,14.393,12.505,10.945,7.753,22.304,15.350,9.837,15.704,15.586,13.963,10.125,22.818,12.720,20.244,19.664,17.730,10.280,11.200,10.763,13.717,10.882,5.390,9.328,12.012,17.311,16.289,11.451,13.211,10.929,15.673,25.518
2020-06-29 00:00:00+00:00,14.651,6.896,9.196,6.928,9.373,8.510,13.027,3.975,11.768,10.484,9.589,8.745,12.943,7.438,7.070,9.911,10.686,14.381,7.529,9.119,10.217,7.941,6.554,8.954,9.720,8.397,7.381,5.525,15.133,10.284,6.837,10.502,10.419,9.405,7.015,15.511,8.517,13.729,13.209,11.918,7.061,7.575,7.206,9.244,7.320,3.996,6.327,8.008,11.623,10.965,7.659,9.119,7.366,10.502,21.807
2020-06-29 06:00:00+00:00,9.989,4.785,6.227,4.749,7.281,5.838,8.879,2.937,8.147,7.103,6.528,5.892,8.952,5.086,4.817,6.685,7.393,9.727,5.168,6.144,6.963,5.383,4.492,6.233,6.492,5.656,5.045,3.935,10.341,6.848,4.764,7.195,6.976,6.447,4.847,10.551,5.778,9.370,9.015,7.980,4.854,5.170,4.900,6.263,5.000,3.036,4.372,5.447,7.879,7.442,5.191,6.227,5.033,7.281,16.832
2020-06-29 12:00:00+00:00,7.179,3.461,4.345,3.406,5.729,4.239,6.438,2.311,6.077,5.035,4.751,4.109,6.563,3.646,3.448,4.743,5.396,6.854,3.715,4.340,5.007,3.838,3.244,4.629,4.657,3.963,3.621,2.927,7.628,4.721,3.449,5.234,4.865,4.656,3.548,7.468,4.476,6.693,6.487,5.539,3.504,3.706,3.510,4.434,3.594,2.440,3.243,3.916,5.641,5.288,3.798,4.434,3.614,5.288,13.657
2020-06-29 18:00:00+00:00,5.719,3.307,3.229,2.654,4.605,3.326,5.603,1.937,5.880,3.831,4.027,3.064,5.274,2.806,2.682,3.670,4.285,5.175,2.855,3.605,3.873,3.046,2.522,3.804,5.012,2.980,2.793,2.481,7.187,3.476,2.691,4.101,3.689,3.617,3.234,5.806,4.307,5.120,5.196,4.120,2.986,2.843,2.708,3.410,2.773,2.072,2.778,3.058,4.482,4.073,3.399,3.476,2.852,4.285,12.117
2020-06-30 00:00:00+00:00,4.895,6.834,2.657,2.249,3.786,2.764,5.483,1.735,7.917,3.113,3.770,2.440,5.305,2.302,2.546,3.087,3.814,4.200,2.375,3.302,3.220,2.667,2.117,3.406,7.760,2.429,2.374,2.753,7.678,2.770,2.423,3.418,3.173,3.023,3.637,5.673,4.847,4.193,5.268,3.327,3.318,2.319,2.243,3.088,2.269,1.844,2.620,2.596,4.995,3.473,3.462,3.173,2.520,3.814,10.840
2020-06-30 06:00:00+00:00,4.383,11.672,2.445,1.977,3.225,2.455,5.416,1.607,9.699,2.719,3.578,2.083,8.028,2.109,3.312,2.767,3.662,3.622,2.076,3.006,2.796,2.459,1.865,3.111,9.723,2.040,2.171,3.117,7.402,2.336,2.394,3.010,2.868,2.814,3.889,6.494,5.122,3.673,6.021,2.895,3.698,2.052,1.910,3.099,1.977,1.738,2.459,2.323,8.421,3.161,3.362,3.006,2.333,3.673,9.793
2020-06-30 12:00:00+00:00,4.046,13.851,2.311,1.835,2.846,2.373,8.280,1.566,9.920,2.523,3.302,1.895,11.733,2.045,4.109,2.593,3.494,3.332,1.938,2.672,2.679,2.225,1.792,2.966,9.304,1.913,2.056,3.092,6.720,2.114,2.316,2.930,2.671,2.986,3.637,6.970,4.665,3.425,6.674,2.691,3.573,1.938,1.855,3.091,1.896,1.729,2.343,2.213,11.534,3.044,3.094,2.846,2.188,3.573,9.133
2020-06-30 18:00:00+00:00,3.909,12.969,2.270,2.198,2.674,2.356,20.028,1.572,9.077,2.504,3.075,1.874,14.846,2.030,4.193,2.537,3.319,3.300,1.924,2.437,2.659,2.191,1.783,2.963,7.824,1.889,2.243,2.855,5.984,2.084,2.226,2.916,2.578,3.509,3.207,6.646,4.031,3.388,9.717,2.680,3.224,1.918,1.848,2.976,1.880,2.070,2.204,2.179,12.527,2.964,2.786,2.680,2.196,3.388,9.558
2020-07-01 00:00:00+00:00,4.266,10.867,2.234,4.629,2.904,2.344,30.439,1.786,7.705,2.493,3.419,2.221,15.787,2.254,3.784,2.528,3.509,3.289,1.916,2.370,2.649,2.987,1.766,3.631,6.140,1.881,4.236,3.206,5.326,2.078,2.340,2.905,2.477,7.754,2.881,5.996,3.533,3.375,17.652,2.713,3.129,1.914,2.435,2.766,1.870,3.891,2.151,2.144,12.614,2.930,2.846,2.905,2.343,3.891,16.135
2020-07-01 06:00:00+00:00,7.646,11.020,2.847,7.267,5.191,2.515,32.564,3.194,6.641,2.540,6.892,4.729,14.530,3.733,3.345,3.276,5.986,3.375,1.920,3.950,2.813,6.314,1.964,6.232,4.776,2.270,9.962,6.033,5.528,2.075,3.733,2.896,2.390,22.598,3.281,6.111,4.223,3.364,25.661,2.814,4.815,1.955,6.530,2.607,1.863,5.863,2.628,2.706,14.267,3.364,4.894,3.950,2.814,6.232,7.513
2020-07-01 12:00:00+00:00,13.355,12.649,6.207,8.176,8.695,3.609,28.141,5.455,6.852,3.030,11.151,8.929,13.682,6.258,3.764,6.694,9.072,4.051,2.308,10.084,3.793,9.060,3.358,8.498,4.035,4.792,15.111,9.346,9.153,2.289,5.310,2.888,2.478,37.885,3.767,9.506,6.792,3.444,28.130,3.284,6.715,2.558,13.586,3.001,1.858,6.477,4.070,6.943,15.238,5.977,8.866,6.694,3.766,9.153,8.375
2020-07-01 18:00:00+00:00,16.650,13.082,9.084,7.471,10.643,5.077,21.697,6.675,7.484,4.403,12.993,11.332,17.030,7.708,6.778,9.776,10.709,5.326,4.766,15.682,4.747,9.282,5.379,8.929,4.568,7.764,16.425,10.452,12.471,3.887,5.756,2.927,3.405,43.010,3.744,12.943,8.722,4.108,25.197,3.884,7.226,6.319,17.496,4.922,1.855,5.856,5.166,13.854,14.166,9.141,11.095,7.764,5.144,12.471,15.925
2020-07-02 00:00:00+00:00,16.137,11.552,9.508,6.054,10.148,5.756,16.381,6.419,7.198,5.729,12.023,10.777,23.255,7.345,9.834,10.398,10.449,6.216,8.162,17.036,4.881,7.947,6.335,7.982,5.409,8.848,14.413,9.336,12.962,7.062,5.200,3.208,4.790,38.592,3.363,13.752,8.606,5.527,20.045,4.105,6.481,10.841,16.797,6.538,2.044,4.762,5.174,17.648,11.906,10.453,10.648,8.606,5.980,11.552,17.078
