datahora_UTC,Qsac_0,Qsac_1,Qsac_2,Qsac_3,Qsac_4,Qsac_5,Qsac_6,Qsac_7,Qsac_8,Qsac_9,Qsac_10,Qsac_11,Qsac_12,Qsac_13,Qsac_14,Qsac_15,Qsac_16,Qsac_17,Qsac_18,Qsac_19,Qsac_20,Qsac_21,Qsac_22,Qsac_23,Qsac_24,Qsac_25,Qsac_26,Qsac_27,Qsac_28,Qsac_29,Qsac_30,Qsac_31,Qsac_32,Qsac_33,Qsac_34,Qsac_35,Qsac_36,Qsac_37,Qsac_38,Qsac_39,Qsac_40,Qsac_41,Qsac_42,Qsac_43,Qsac_44,Qsac_45,Qsac_46,Qsac_47,Qsac_48,Qsac_49,Qsac_50,Qmed,Q25,Q75,Qobs
2020-06-28 12:00:00+00:00,26.893,20.307,23.000,20.918,28.760,15.038,18.516,22.795,23.330,18.138,24.431,23.126,14.994,21.657,17.223,19.405,20.893,16.023,18.693,28.296,25.856,25.668,28.716,17.779,33.367,20.265,18.669,17.476,24.087,13.638,15.681,21.535,18.509,14.619,16.630,21.991,21.318,17.927,25.545,21.366,21.390,27.536,29.750,16.311,22.491,16.901,20.280,20.098,16.448,16.662,19.800,20.307,17.703,23.126,31.098
2020-06-28 18:00:00+00:00,19.083,14.407,16.280,15.090,20.519,10.886,13.386,16.178,16.621,12.899,17.315,16.615,10.686,15.246,12.271,13.833,14.668,11.333,13.290,19.499,18.166,18.035,20.634,12.584,23.543,14.348,13.080,12.290,17.047,9.639,11.048,15.375,12.767,10.299,11.898,15.517,15.115,12.532,18.158,14.839,15.444,19.618,20.902,11.549,15.862,12.029,14.318,14.368,11.488,11.698,14.105,14.407,12.472,16.615,25.518
2020-06-29 00:00:00+00:00,12.886,9.725,10.991,10.220,13.955,7.465,9.102,10.916,11.274,8.695,11.609,11.211,7.275,10.254,8.318,9.388,9.836,7.662,8.952,13.093,12.247,12.154,13.960,8.477,15.868,9.663,8.748,8.253,11.532,6.564,7.470,10.343,8.575,6.967,8.069,10.473,10.156,8.372,12.266,9.912,10.501,13.278,14.085,7.811,10.666,8.151,9.617,9.682,7.716,7.860,9.542,9.725,8.358,11.211,21.807
2020-06-29 06:00:00+00:00,8.685,6.537,7.419,6.818,9.482,5.110,6.115,7.391,7.625,5.835,7.733,7.459,4.979,6.907,5.653,6.346,6.614,5.208,6.000,8.973,8.306,8.232,9.335,5.709,10.712,6.492,5.861,5.557,7.967,4.528,5.092,6.882,5.875,4.769,5.458,7.091,6.790,5.628,8.266,6.688,7.045,8.954,9.543,5.302,7.174,5.527,6.452,6.455,5.224,5.299,6.429,6.537,5.647,7.459,16.832
2020-06-29 12:00:00+00:00,6.086,4.574,5.232,4.665,6.696,3.629,4.233,5.517,5.358,4.084,5.421,5.098,3.562,4.865,4.132,4.481,4.635,3.702,4.189,6.557,5.903,5.835,6.444,4.001,7.541,4.546,4.096,3.905,5.874,3.294,3.639,4.722,4.274,3.427,3.914,5.010,4.703,4.018,5.785,4.735,4.876,6.271,6.763,3.776,5.028,3.899,4.500,4.477,3.758,3.755,4.493,4.574,4.014,5.358,13.657
2020-06-29 18:00:00+00:00,4.623,3.426,4.041,3.624,5.055,2.756,3.129,4.981,4.033,3.152,4.443,3.763,2.834,3.683,3.352,3.387,3.489,2.809,3.242,5.460,4.514,4.453,4.780,3.008,5.709,3.407,3.183,3.022,4.997,2.583,2.787,3.482,3.342,2.660,3.544,3.794,3.483,3.249,4.333,3.603,3.593,4.702,5.178,2.975,3.813,2.930,3.360,3.553,3.052,2.866,3.370,3.483,3.146,4.041,12.117
2020-06-30 00:00:00+00:00,4.031,2.772,3.786,4.492,4.066,2.250,2.531,5.399,3.371,2.662,4.007,3.342,2.877,2.976,2.914,2.730,2.820,2.324,2.827,5.329,3.737,3.621,3.848,2.471,4.673,2.784,3.142,3.114,4.954,2.148,2.364,2.938,2.771,2.290,4.111,3.073,2.827,3.177,3.476,2.971,2.840,3.773,4.345,2.572,3.232,2.383,2.705,3.243,2.726,2.352,2.839,2.971,2.729,3.737,10.840
2020-06-30 06:00:00+00:00,3.832,2.350,4.129,6.038,3.552,1.969,2.236,5.766,2.986,2.370,3.571,3.349,3.165,2.599,2.586,2.388,2.425,2.049,2.612,5.491,3.348,3.174,3.358,2.179,4.084,2.620,3.471,4.689,4.967,1.911,2.168,2.714,2.484,2.342,4.496,2.667,2.699,3.236,2.975,2.576,2.425,3.263,3.921,2.308,3.055,2.083,2.345,3.054,2.498,2.028,3.152,2.714,2.384,3.358,9.793
2020-06-30 12:00:00+00:00,3.618,2.156,4.318,6.577,3.245,1.768,2.048,5.354,2.759,2.118,3.123,3.260,3.165,2.386,2.308,2.185,2.241,1.878,2.384,5.315,3.117,2.963,2.984,2.005,3.776,2.595,3.627,6.439,4.593,1.817,2.074,2.528,2.371,2.511,4.220,2.462,2.690,3.057,2.703,2.418,2.134,2.952,3.709,2.104,2.942,1.886,2.143,2.735,2.291,1.880,3.572,2.690,2.178,3.245,9.133
2020-06-30 18:00:00+00:00,3.476,2.133,4.165,6.180,3.202,1.758,2.021,5.087,2.688,2.316,2.876,3.118,3.065,2.370,2.167,2.154,2.236,1.879,2.356,4.962,3.074,2.933,2.927,1.981,3.725,2.604,3.437,6.975,4.132,2.178,2.052,2.442,2.359,2.588,3.687,2.443,2.824,2.956,3.102,2.399,2.104,2.930,3.642,2.070,2.876,1.878,2.119,2.539,2.181,2.042,3.632,2.604,2.175,3.118,9.558
2020-07-01 00:00:00+00:00,3.385,2.397,3.790,5.859,3.355,2.126,1.975,7.155,2.619,4.669,2.810,2.880,3.911,2.687,2.045,2.143,2.989,2.534,3.319,4.714,3.367,3.228,3.727,2.050,3.721,2.586,3.081,6.282,3.677,4.132,2.245,2.443,2.360,2.832,3.102,2.505,4.010,3.784,6.207,2.784,2.178,4.440,3.741,3.220,2.761,2.053,2.103,2.858,2.463,3.856,3.455,3.081,2.495,3.741,16.135
2020-07-01 06:00:00+00:00,4.498,4.239,4.117,7.866,5.103,4.610,2.182,10.465,2.585,11.055,4.537,2.987,8.215,5.113,1.965,2.299,7.360,6.338,7.291,5.751,6.030,5.560,8.953,3.247,4.428,4.110,3.163,5.268,3.736,9.095,4.514,3.643,3.067,5.114,2.668,3.527,7.773,7.079,10.353,5.791,3.397,13.223,5.456,9.439,3.297,3.282,2.088,5.768,5.049,9.941,3.323,5.049,3.379,7.079,7.513
2020-07-01 12:00:00+00:00,9.359,6.717,8.395,9.929,10.901,8.232,3.889,12.173,2.774,16.834,11.181,4.683,13.043,9.932,2.374,3.395,11.491,10.082,10.409,8.690,11.946,9.228,15.036,7.691,8.425,12.154,5.863,5.087,6.260,12.706,11.135,7.825,7.171,8.833,3.016,7.523,10.555,9.492,13.420,10.575,8.181,23.279,10.448,15.138,6.825,6.009,2.452,8.303,8.204,15.490,3.813,8.833,6.798,11.135,8.375
2020-07-01 18:00:00+00:00,13.975,7.786,13.964,10.181,16.847,10.147,6.769,11.440,3.469,18.342,16.559,6.442,14.626,12.881,5.123,5.224,12.507,10.922,10.640,10.836,15.940,11.304,17.448,11.178,13.431,19.876,9.641,6.190,11.218,12.699,15.888,10.897,10.967,10.959,6.178,10.758,10.675,9.499,18.709,13.138,12.124,27.115,14.260,16.285,9.984,8.046,4.760,8.639,9.670,16.838,5.010,10.967,9.606,13.975,15.925
2020-07-02 00:00:00+00:00,15.188,7.267,16.633,9.529,18.885,9.635,8.593,9.544,4.090,16.060,17.280,6.858,13.016,12.638,8.400,6.505,11.103,9.597,9.101,10.656,15.894,10.796,15.918,11.451,15.681,21.945,11.488,6.931,15.397,10.588,15.965,11.015,11.774,10.298,9.748,11.137,9.154,8.096,27.051,12.588,12.653,24.718,14.556,14.075,10.567,7.916,6.899,7.538,9.142,14.705,5.693,11.015,9.132,14.705,17.078
2020-07-02 06:00:00+00:00,13.497,6.082,15.759,11.745,17.000,7.860,8.309,7.552,4.199,12.492,14.836,6.299,10.234,10.689,9.585,6.417,8.877,7.572,7.125,9.275,13.557,9.093,12.826,9.761,14.569,19.260,10.703,6.512,16.567,8.026,13.331,9.420,10.386,8.369,10.831,9.679,7.242,6.382,38.775,10.461,10.927,19.656,12.606,10.832,9.331,6.695,7.176,6.030,7.613,11.426,5.414,9.679,7.567,12.492,13.122
2020-07-02 12:00:00+00:00,10.817,4.887,13.006,17.344,13.653,5.936,6.929,5.969,3.919,9.206,11.510,5.355,7.600,8.411,8.695,5.647,6.827,5.725,5.437,7.674,10.733,7.269,9.800,7.578,12.044,14.958,8.767,5.543,15.233,5.883,10.106,8.028,8.301,6.342,9.660,7.720,5.615,4.943,57.153,8.138,8.586,14.640,10.082,8.091,7.521,5.304,6.318,4.704,5.983,8.438,4.684,7.720,5.923,9.800,10.795
2020-07-02 18:00:00+00:00,8.345,3.960,10.155,25.821,10.578,4.393,5.377,4.908,3.512,6.774,8.620,4.408,5.606,6.496,7.006,4.683,5.307,4.369,4.240,6.352,8.330,5.820,7.493,5.711,9.547,10.998,6.777,4.531,13.020,4.437,7.420,10.159,6.426,4.816,7.680,6.020,4.464,3.924,75.413,6.378,6.622,10.786,7.914,7.760,5.897,4.351,5.148,3.752,4.682,6.237,3.920,6.237,4.644,7.760,8.792
2020-07-03 00:00:00+00:00,6.528,3.337,8.682,38.098,8.890,3.336,4.114,4.426,3.143,5.185,6.547,3.669,4.293,5.136,5.378,3.863,4.408,3.566,3.482,5.443,6.595,4.831,6.007,4.386,7.942,8.069,5.234,3.718,10.620,3.825,5.651,16.557,5.057,4.284,5.843,4.806,3.738,3.287,83.129,5.964,5.240,8.211,6.380,12.262,4.713,4.285,4.133,3.145,3.789,4.815,3.304,4.831,3.854,6.380,8.235
