datahora_UTC,Qgr5_0,Qgr5_1,Qgr5_2,Qgr5_3,Qgr5_4,Qgr5_5,Qgr5_6,Qgr5_7,Qgr5_8,Qgr5_9,Qgr5_10,Qgr5_11,Qgr5_12,Qgr5_13,Qgr5_14,Qgr5_15,Qgr5_16,Qgr5_17,Qgr5_18,Qgr5_19,Qgr5_20,Qgr5_21,Qgr5_22,Qgr5_23,Qgr5_24,Qgr5_25,Qgr5_26,Qgr5_27,Qgr5_28,Qgr5_29,Qgr5_30,Qgr5_31,Qgr5_32,Qgr5_33,Qgr5_34,Qgr5_35,Qgr5_36,Qgr5_37,Qgr5_38,Qgr5_39,Qgr5_40,Qgr5_41,Qgr5_42,Qgr5_43,Qgr5_44,Qgr5_45,Qgr5_46,Qgr5_47,Qgr5_48,Qgr5_49,Qgr5_50,Qmed,Q25,Q75,Qobs
2020-06-28 12:00:00+00:00,14.019,10.922,12.562,10.737,15.780,8.171,9.391,11.947,12.490,9.587,12.136,11.478,8.298,11.740,9.378,11.062,11.084,9.118,9.884,16.666,14.219,13.964,14.364,9.708,17.864,10.949,10.045,9.331,12.697,8.145,9.163,10.887,11.163,8.162,8.786,12.098,11.006,9.825,13.282,11.524,11.261,14.513,16.051,8.865,11.958,9.495,10.786,10.268,9.892,9.222,10.739,10.949,9.564,12.136,31.098
2020-06-28 18:00:00+00:00,12.422,9.792,11.134,9.327,13.854,7.146,8.188,10.600,11.180,8.467,10.639,9.878,7.443,10.498,8.398,9.824,9.938,8.152,8.738,15.312,12.768,12.541,12.332,8.643,15.885,9.743,9.075,8.433,11.317,7.417,8.309,9.503,10.316,7.402,7.742,10.823,9.696,8.800,11.664,10.520,9.848,12.706,14.418,7.962,10.664,8.438,9.629,8.970,8.980,8.373,9.591,9.743,8.460,10.823,25.518
2020-06-29 00:00:00+00:00,11.806,9.316,10.632,8.858,13.075,6.876,7.860,10.103,10.597,8.168,10.178,9.424,7.187,10.049,8.026,9.358,9.501,7.862,8.405,14.405,12.119,11.914,11.723,8.293,14.914,9.341,8.716,8.125,10.790,7.158,7.972,9.095,9.879,7.172,7.445,10.280,9.308,8.485,11.104,10.069,9.394,12.063,13.605,7.688,10.177,8.108,9.234,8.614,8.637,8.078,9.176,9.316,8.157,10.280,21.807
2020-06-29 06:00:00+00:00,11.246,8.937,10.173,8.508,12.398,6.668,7.589,9.762,10.121,7.900,9.757,9.058,6.974,9.636,7.771,8.995,9.134,7.610,8.122,13.596,11.532,11.345,11.171,8.003,14.051,8.993,8.402,7.856,10.543,6.945,7.698,8.757,9.483,6.969,7.220,9.845,8.966,8.217,10.611,9.655,9.002,11.480,12.877,7.448,9.754,7.828,8.888,8.301,8.338,7.819,8.811,8.966,7.889,9.845,16.832
2020-06-29 12:00:00+00:00,10.736,8.620,9.751,8.222,11.787,6.499,7.363,9.774,9.703,7.657,9.489,8.735,6.787,9.267,7.691,8.679,8.808,7.385,7.866,12.886,10.998,10.827,10.667,7.754,13.279,8.677,8.124,7.616,10.446,6.761,7.468,8.456,9.131,6.784,7.103,9.453,8.651,8.019,10.159,9.285,8.674,10.950,12.221,7.232,9.372,7.588,8.579,8.059,8.081,7.584,8.498,8.651,7.683,9.703,13.657
2020-06-29 18:00:00+00:00,10.303,8.332,9.478,8.243,11.231,6.341,7.156,10.148,9.330,7.432,9.512,8.502,6.710,8.932,7.649,8.386,8.506,7.177,7.628,12.412,10.510,10.353,10.206,7.523,12.586,8.385,7.970,7.477,10.257,6.590,7.255,8.193,8.806,6.611,7.356,9.105,8.360,7.936,9.741,8.949,8.381,10.467,11.631,7.034,9.032,7.367,8.293,7.955,7.883,7.364,8.218,8.360,7.511,9.478,12.117
2020-06-30 00:00:00+00:00,10.146,8.064,9.634,9.245,10.725,6.193,6.979,10.442,8.991,7.221,9.547,8.531,6.949,8.624,7.356,8.115,8.229,6.984,7.412,12.545,10.064,9.921,9.788,7.313,11.960,8.175,8.184,7.867,10.332,6.428,7.069,8.010,8.506,6.512,7.996,8.783,8.167,8.032,9.367,8.638,8.109,10.023,11.107,6.850,8.764,7.161,8.030,7.936,7.707,7.158,8.124,8.167,7.398,9.367,10.840
2020-06-30 06:00:00+00:00,10.084,7.818,10.076,10.752,10.262,6.052,6.865,10.448,8.678,7.024,9.046,8.748,7.303,8.343,7.064,7.864,7.978,6.807,7.224,12.588,9.656,9.545,9.458,7.135,11.396,8.171,8.607,9.218,10.151,6.275,6.935,7.904,8.227,6.634,8.143,8.488,8.223,8.178,9.024,8.350,7.856,9.619,10.644,6.685,8.629,6.968,7.792,7.734,7.458,6.966,8.551,8.223,7.283,9.218,9.793
2020-06-30 12:00:00+00:00,9.668,7.588,9.866,10.415,9.837,5.919,6.768,9.673,8.388,6.839,8.556,8.570,7.020,8.083,6.843,7.631,7.746,6.643,7.049,11.736,9.296,9.210,9.160,6.972,10.884,8.208,8.382,10.459,9.553,6.137,6.819,7.727,7.967,6.857,7.511,8.215,8.327,7.750,8.710,8.082,7.620,9.261,10.230,6.531,8.511,6.788,7.572,7.423,7.218,6.785,9.073,8.082,7.041,9.160,9.133
2020-06-30 18:00:00+00:00,9.171,7.368,9.174,9.307,9.462,5.793,6.566,9.398,8.119,6.976,8.208,8.072,6.647,7.831,6.668,7.411,7.514,6.476,6.951,10.934,8.963,8.877,8.820,6.779,10.411,7.843,7.811,9.883,9.001,6.237,6.622,7.437,7.726,6.659,6.967,7.955,8.073,7.417,8.951,7.832,7.400,8.930,9.843,6.396,8.166,6.616,7.350,7.148,7.011,6.817,8.478,7.811,6.963,8.877,9.558
2020-07-01 00:00:00+00:00,8.922,7.532,8.628,8.999,9.393,6.104,6.368,10.948,7.867,8.742,8.139,7.690,7.254,8.008,6.503,7.202,8.043,6.984,7.716,10.608,9.074,9.005,9.401,6.751,10.028,7.542,7.401,8.687,8.652,7.584,6.736,7.353,7.514,6.706,6.684,7.839,8.752,7.970,11.134,8.111,7.328,10.052,9.739,7.275,7.858,6.669,7.141,7.440,7.288,8.211,7.858,7.858,7.285,8.742,16.135
2020-07-01 06:00:00+00:00,9.922,8.998,9.044,10.624,10.967,8.002,6.524,13.895,7.668,13.180,9.591,7.840,10.166,9.949,6.357,7.248,11.030,9.650,10.321,11.563,11.209,10.853,13.215,7.824,10.558,8.747,7.656,8.103,8.885,10.947,8.596,8.416,8.074,8.413,6.571,8.731,11.240,10.094,14.635,10.403,8.367,16.409,11.226,11.198,8.309,7.731,6.948,9.332,9.172,12.306,7.664,9.332,8.096,10.947,7.513
2020-07-01 12:00:00+00:00,13.432,11.191,12.156,12.846,15.579,11.074,7.887,14.221,7.727,16.827,14.210,9.086,13.807,13.710,6.710,8.190,14.903,13.072,12.681,13.989,15.984,14.093,18.914,10.934,13.737,14.148,9.611,8.571,10.851,13.282,13.259,11.390,10.945,11.553,7.086,11.643,13.199,11.878,15.616,14.414,11.719,26.128,15.137,15.977,10.740,10.018,7.209,11.592,11.969,16.168,8.133,12.681,10.913,14.148,8.375
2020-07-01 18:00:00+00:00,16.850,10.861,16.904,11.900,19.936,11.213,10.169,12.281,8.223,15.456,18.274,10.447,13.071,14.821,8.622,9.755,13.339,11.644,10.949,15.057,18.280,14.441,18.104,13.382,18.204,20.816,12.623,9.830,14.626,11.112,16.364,13.516,14.402,12.022,9.254,14.108,11.532,10.366,18.250,14.996,14.711,24.750,17.573,13.717,13.468,11.002,8.828,10.248,11.643,14.489,8.967,13.382,10.988,15.057,15.925
2020-07-02 00:00:00+00:00,15.120,9.329,16.724,10.848,18.630,9.250,10.362,10.743,8.554,12.466,15.292,9.534,10.617,12.415,11.232,9.743,10.929,9.485,9.138,13.188,15.272,12.267,14.704,11.307,17.687,18.144,12.610,10.192,16.700,9.057,13.414,11.508,12.662,9.967,11.911,12.119,9.798,8.863,26.142,12.450,12.578,19.441,15.031,10.812,11.827,9.424,10.723,8.703,9.901,11.644,9.051,11.508,9.876,13.188,17.078
2020-07-02 06:00:00+00:00,12.575,8.333,14.053,12.889,15.302,7.878,8.815,10.017,7.981,10.759,12.387,8.472,9.159,10.591,10.623,8.632,9.649,8.371,8.297,11.577,12.823,10.667,12.569,9.321,14.739,14.228,10.592,9.139,15.636,8.173,10.752,9.683,10.440,8.473,11.098,10.163,8.955,8.158,37.702,10.588,10.343,16.174,12.660,9.405,9.950,8.100,9.500,7.945,8.688,10.116,8.232,10.116,8.674,11.577,13.122
2020-07-02 12:00:00+00:00,11.175,7.930,12.029,18.674,13.275,7.375,7.697,9.614,7.443,10.103,11.082,7.938,8.655,9.866,8.873,7.868,9.214,8.030,8.018,10.772,11.808,9.957,11.777,8.446,12.791,12.192,9.210,8.265,13.814,7.902,9.619,9.510,9.317,7.904,9.244,9.249,8.623,7.900,61.299,9.816,9.298,15.018,11.537,9.194,9.018,7.551,8.164,7.692,8.193,9.573,7.582,9.244,8.027,10.772,10.795
2020-07-02 18:00:00+00:00,10.618,7.691,11.262,25.516,12.523,7.162,7.256,9.275,7.119,9.695,10.592,7.654,8.362,9.458,7.830,7.473,8.885,7.783,7.775,10.314,11.283,9.575,11.229,8.166,12.011,11.563,8.655,7.834,12.796,7.724,9.252,12.107,8.940,7.753,8.173,8.914,8.339,7.663,92.769,9.568,8.943,14.157,11.013,10.384,8.686,7.461,7.521,7.469,7.918,9.221,7.252,8.914,7.769,10.592,8.792
2020-07-03 00:00:00+00:00,10.177,7.468,11.539,35.860,12.656,6.969,7.055,9.036,6.919,9.333,10.143,7.402,8.085,9.078,7.465,7.233,8.733,7.639,7.547,9.908,10.737,9.225,10.797,7.912,11.779,11.032,8.366,7.599,11.935,7.750,9.009,17.711,8.634,8.029,7.800,8.615,8.075,7.442,95.745,10.078,8.644,13.386,10.542,14.399,8.399,7.764,7.304,7.260,7.681,8.912,7.055,8.634,7.629,10.177,8.235
