datahora,Qsac_0,Qsac_1,Qsac_2,Qsac_3,Qsac_4,Qsac_5,Qsac_6,Qsac_7,Qsac_8,Qsac_9,Qsac_10,Qsac_11,Qsac_12,Qsac_13,Qsac_14,Qsac_15,Qsac_16,Qsac_17,Qsac_18,Qsac_19,Qsac_20,Qsac_21,Qsac_22,Qsac_23,Qsac_24,Qsac_25,Qsac_26,Qsac_27,Qsac_28,Qsac_29,Qsac_30,Qsac_31,Qsac_32,Qsac_33,Qsac_34,Qsac_35,Qsac_36,Qsac_37,Qsac_38,Qsac_39,Qsac_40,Qsac_41,Qsac_42,Qsac_43,Qsac_44,Qsac_45,Qsac_46,Qsac_47,Qsac_48,Qsac_49,Qsac_50,Qmed,Q25,Q75,Qmax,Qmin,Qsac_wrf
2021-09-10T00:00:00+00:00,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980,3.980
2021-09-10T06:00:00+00:00,3.824,3.857,3.833,3.809,3.886,3.815,3.813,3.825,3.847,3.820,3.810,3.810,3.820,3.880,3.815,3.831,3.816,3.822,3.885,3.826,3.853,3.865,3.836,3.810,3.820,3.838,3.821,3.820,3.809,3.808,3.844,3.826,3.831,3.848,3.825,3.833,3.826,3.808,3.813,3.815,3.816,3.835,3.809,3.809,3.811,3.861,3.811,3.830,3.925,3.813,3.810,3.822,3.813,3.835,3.925,3.808,3.808
2021-09-10T12:00:00+00:00,3.680,3.632,3.611,3.564,3.893,3.728,3.569,3.592,3.629,3.656,3.564,3.658,3.607,3.718,3.741,3.614,3.576,3.585,3.680,3.664,3.686,3.714,3.619,3.656,3.600,3.754,3.612,3.734,3.563,3.638,4.043,3.652,3.885,3.630,3.591,3.597,3.588,3.619,3.567,3.573,3.624,3.735,3.564,3.578,3.687,3.678,3.603,3.594,3.733,3.578,3.588,3.624,3.590,3.680,4.043,3.563,3.561
2021-09-10T18:00:00+00:00,3.506,3.384,3.384,3.302,3.769,3.583,3.318,3.422,3.378,3.449,3.300,3.456,3.382,3.547,3.696,3.375,3.338,3.406,3.464,3.505,3.469,3.532,3.391,3.500,3.382,3.602,3.419,3.559,3.299,3.449,4.133,3.457,3.841,3.374,3.333,3.338,3.336,3.500,3.304,3.332,3.433,3.635,3.304,3.383,3.495,3.568,3.388,3.335,3.528,3.356,3.342,3.419,3.353,3.505,4.133,3.299,3.298
2021-09-11T00:00:00+00:00,3.271,3.129,3.141,3.053,3.532,3.353,3.067,3.200,3.123,3.205,3.044,3.212,3.136,3.314,3.516,3.128,3.091,3.183,3.218,3.279,3.220,3.293,3.143,3.274,3.140,3.367,3.185,3.317,3.043,3.213,3.957,3.218,3.632,3.116,3.078,3.081,3.083,3.294,3.048,3.084,3.199,3.424,3.049,3.152,3.251,3.513,3.147,3.079,3.283,3.115,3.090,3.185,3.109,3.279,3.957,3.043,3.078
2021-09-11T06:00:00+00:00,3.152,2.916,3.068,2.872,3.275,3.114,2.847,2.965,3.044,2.976,2.807,2.975,2.916,3.085,3.496,3.011,2.999,3.081,3.138,3.066,3.159,3.065,3.091,3.031,2.970,3.134,2.960,3.143,2.873,2.972,3.769,3.074,3.400,2.873,3.144,2.865,2.908,3.066,2.855,2.912,3.195,3.194,2.900,3.017,3.011,3.360,3.128,2.853,3.121,2.895,2.856,3.031,2.915,3.128,3.769,2.807,3.207
2021-09-11T12:00:00+00:00,3.711,2.853,3.640,3.098,3.317,3.356,3.185,2.872,3.470,2.971,2.651,3.108,2.930,3.041,3.960,3.280,3.002,3.245,3.953,3.144,3.566,3.182,3.945,3.199,3.068,3.115,2.890,3.625,3.385,2.872,4.560,3.213,3.714,2.761,3.573,2.778,2.925,3.098,2.758,3.104,3.901,3.328,3.368,3.609,2.971,3.593,3.836,3.414,3.492,3.354,3.158,3.213,3.031,3.566,4.560,2.651,4.281
2021-09-11T18:00:00+00:00,4.078,2.764,4.349,3.224,3.439,3.799,3.381,2.803,3.695,2.950,2.550,3.272,2.945,2.987,5.519,3.380,3.097,3.505,4.352,3.477,3.848,3.343,4.419,3.741,3.134,3.211,2.817,3.799,3.890,2.791,5.215,3.186,3.983,2.668,3.818,2.649,2.890,3.248,2.619,3.379,4.510,3.704,3.767,4.364,3.345,3.728,4.296,3.894,3.588,3.716,3.635,3.477,3.125,3.818,5.519,2.550,5.131
2021-09-12T00:00:00+00:00,4.013,2.611,4.438,3.122,3.770,3.843,3.348,2.659,3.597,2.812,2.412,3.197,2.827,2.834,6.653,3.255,3.009,3.452,4.323,3.471,3.773,3.263,4.360,3.801,3.027,3.135,2.668,3.665,3.909,2.645,5.189,3.021,3.905,2.522,3.725,2.487,2.751,3.168,2.456,3.338,4.521,3.709,3.742,4.456,3.414,3.598,4.258,3.905,3.439,3.688,3.685,3.452,3.018,3.801,6.653,2.412,5.192
2021-09-12T06:00:00+00:00,3.780,2.445,4.225,2.940,3.738,3.659,3.180,2.492,3.383,2.636,2.265,3.017,2.658,2.650,6.718,3.054,2.836,3.258,4.089,3.290,3.553,3.075,4.107,3.618,2.848,2.957,2.499,3.433,3.713,2.478,4.880,2.823,3.671,2.365,3.502,2.327,2.580,2.984,2.298,3.158,4.275,3.517,3.541,4.242,3.267,3.368,4.018,3.708,3.217,3.492,3.514,3.267,2.833,3.659,6.718,2.265,4.919
