datahora,Qsac_0,Qsac_1,Qsac_2,Qsac_3,Qsac_4,Qsac_5,Qsac_6,Qsac_7,Qsac_8,Qsac_9,Qsac_10,Qsac_11,Qsac_12,Qsac_13,Qsac_14,Qsac_15,Qsac_16,Qsac_17,Qsac_18,Qsac_19,Qsac_20,Qsac_21,Qsac_22,Qsac_23,Qsac_24,Qsac_25,Qsac_26,Qsac_27,Qsac_28,Qsac_29,Qsac_30,Qsac_31,Qsac_32,Qsac_33,Qsac_34,Qsac_35,Qsac_36,Qsac_37,Qsac_38,Qsac_39,Qsac_40,Qsac_41,Qsac_42,Qsac_43,Qsac_44,Qsac_45,Qsac_46,Qsac_47,Qsac_48,Qsac_49,Qsac_50,Qmed,Q25,Q75,Qmax,Qmin,Qsac_wrf
2021-03-05T00:00:00+00:00,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128,6.128
2021-03-05T06:00:00+00:00,5.825,5.700,5.303,5.424,5.501,5.725,5.664,5.481,5.802,5.602,5.358,5.575,5.322,5.533,5.592,5.373,5.382,5.412,5.454,5.325,5.947,5.467,5.913,5.437,5.701,5.589,5.332,5.477,5.282,5.367,5.367,5.356,5.974,5.453,5.286,5.742,5.923,5.457,5.267,5.497,5.801,5.414,5.363,5.513,6.023,5.444,5.325,5.737,5.581,5.440,5.594,5.477,5.371,5.664,6.023,5.267,5.168
2021-03-05T12:00:00+00:00,9.352,8.738,5.670,6.623,7.031,9.013,8.472,6.882,8.979,7.901,6.225,8.149,5.943,7.206,7.575,6.036,6.709,6.570,6.808,5.726,10.070,7.432,10.252,6.628,8.355,7.790,5.960,6.943,5.873,5.919,6.141,6.032,11.094,6.788,5.487,8.789,10.758,6.933,5.358,7.059,8.965,6.336,6.039,7.221,10.730,6.673,5.925,8.981,7.795,6.745,7.809,6.943,6.204,8.355,11.094,5.358,5.155
2021-03-05T18:00:00+00:00,15.238,15.113,8.210,10.391,10.325,16.814,14.479,9.818,13.559,12.991,9.921,15.317,9.329,10.723,11.084,7.966,12.194,10.073,10.520,7.672,15.940,14.417,18.748,9.823,12.492,12.552,8.969,10.338,10.275,7.440,8.815,8.484,22.801,10.104,7.461,14.117,21.877,10.894,7.060,10.434,13.552,8.495,8.585,10.901,18.511,10.026,9.190,15.555,12.902,10.339,12.306,10.520,9.696,13.559,22.801,7.060,9.235
2021-03-06T00:00:00+00:00,19.609,20.373,12.683,15.527,14.252,26.768,19.215,12.431,16.974,18.248,14.569,21.391,13.884,16.867,14.444,10.358,18.147,13.616,14.970,10.554,19.871,23.279,26.779,13.727,15.454,16.929,12.692,13.206,16.346,9.613,11.358,10.878,34.087,12.881,10.695,18.592,31.269,14.219,9.198,13.332,17.719,10.739,12.587,13.605,26.074,14.788,14.179,21.371,17.720,13.584,15.344,14.788,13.125,18.248,34.087,9.198,14.890
2021-03-06T06:00:00+00:00,20.743,21.435,16.357,18.487,16.916,33.700,20.202,13.414,18.653,21.064,17.578,23.082,16.497,23.671,15.797,11.943,20.681,17.295,16.975,12.888,20.906,28.452,30.514,15.807,16.392,19.075,14.920,13.934,20.374,12.065,13.392,11.928,38.583,14.133,13.165,20.317,34.252,15.448,10.443,14.746,21.511,12.414,16.090,14.184,29.710,18.557,17.815,24.240,19.438,14.443,16.009,17.295,14.670,20.743,38.583,10.443,17.573
2021-03-06T12:00:00+00:00,18.561,19.022,16.775,17.516,16.608,33.959,17.954,12.661,18.174,20.121,17.376,20.834,15.936,25.977,14.801,11.519,19.141,18.913,15.636,12.956,18.888,27.711,28.890,14.998,15.033,17.997,14.428,12.418,20.334,13.291,14.040,11.088,35.626,13.462,13.104,18.647,31.135,14.278,9.956,14.317,21.933,12.355,16.528,12.688,27.943,18.784,17.858,23.043,17.874,12.963,15.004,17.376,14.219,19.022,35.626,9.956,16.598
2021-03-06T18:00:00+00:00,14.739,15.303,14.636,14.326,14.037,28.959,14.367,11.112,16.110,16.760,14.784,16.697,13.452,23.456,12.626,9.816,15.592,17.923,12.790,11.251,15.211,23.129,23.891,12.511,12.220,14.800,12.189,10.008,17.404,12.701,12.956,9.211,28.721,11.440,11.217,15.131,24.727,11.709,8.450,12.488,18.988,11.035,14.245,10.175,22.709,16.121,15.110,19.153,14.906,10.602,13.207,14.367,12.212,16.121,28.959,8.450,14.000
2021-03-07T00:00:00+00:00,11.290,11.763,11.709,11.081,11.798,22.330,10.887,10.777,13.592,13.039,12.005,12.831,10.505,18.896,10.435,8.420,12.008,15.560,9.949,9.052,11.922,17.864,18.243,9.781,9.525,11.570,9.762,7.953,14.239,11.150,11.362,7.303,21.415,9.219,9.001,11.963,18.352,9.083,6.960,10.229,14.958,10.184,11.359,7.843,17.134,13.346,11.889,14.927,11.724,8.952,11.785,11.570,9.907,13.039,22.330,6.960,11.832
2021-03-07T06:00:00+00:00,9.171,9.252,9.113,8.519,10.995,16.521,8.148,10.945,11.739,9.869,10.244,9.877,8.019,14.489,8.793,7.373,9.184,13.030,7.652,7.129,9.846,13.959,13.653,7.532,7.861,9.202,7.906,6.422,11.975,9.370,10.144,5.798,15.693,7.391,7.148,9.903,13.491,7.021,5.931,8.368,11.262,10.118,9.034,6.112,12.809,11.273,9.302,12.092,9.081,8.510,10.750,9.252,7.991,10.995,16.521,5.798,10.877
